Title,Alternative Title,Description,notes,dimensions,scale,Language,Creator,Publisher,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Information,Download,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Is Part Of,Member Of,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Date Added,Collection Name,Set,City,State,Country,Continent,Region,coordinates
1925 First National touring map : state map of main highways and lakes of Minnesota,1925 First National touring map : state map of main highways and lakes of Minnesota,,"Relief shown by spot heights.; Shows state trunk highways and other gravelled and non-gravelled main roads.; Cover title.; ""Copyright 1924 by McGill-Warner Co., St. Paul, Minn.""; ""Compliments of the First National Bank of Saint Paul.""; Includes inset map of Minneapolis-Saint Paul and vicinity.; Minnesota trunk highway distance schedule table from the Minnesota Highway Department, St. Paul, Minn., on verso.",89 x 77 centimeters,"Scale [1:760,320] 12 miles to 1 inch",English,McGill-Warner Co,"McGill-Warner (St. Paul,  Minn), 1924",,Roads|Lakes,1924,,,https://umedia.lib.umn.edu/item/p16022coll206:286,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll206/id/286/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll206/id/286,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll206/286/manifest.json,U|M|N|_|A|L|M|A|:|9|9|3|5|9|6|0|3|5|0|0|0|1|7|0|1,p16022coll206:286,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-03-24T00:00:00Z,Minnesota Transportation Maps,p16022coll206,,,,,,
"1940 atlas of the city of Minneapolis, Minnesota.","1940 atlas of the city of Minneapolis, Minnesota.",,,"167 pages : illustrations, maps (part color) ; 60 x 42 centimeters",,English,United States. Work Projects Administration (Minn.)|Minneapolis (Minn.). Department of City Assessor,"Lithographed and printed by the McGill lithograph co. (Minneapolis, Minnesota), 1941",,Minneapolis (Minn.) Maps|Maps,1940,,,https://umedia.lib.umn.edu/item/p16022coll245:486,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll245/id/486/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll245/id/486,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll245/486/manifest.json,U|M|N|_|A|L|M|A|:|9|9|4|8|8|0|7|7|1|0|0|0|1|7|0|1,p16022coll245:486,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-03-24T00:00:00Z,Minneapolis and St. Paul Maps and Atlases,p16022coll245,Minneapolis,Minnesota,United States,North America,,
A Classification of Soils for Urban Purposes,A Classification of Soils for Urban Purposes,,"Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,,English,,,,Thematic Map,1970-07-15,,,https://umedia.lib.umn.edu/item/p16022coll289:2,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/2/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/2,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/2/manifest.json,,p16022coll289:2,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-03-24T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
"A complete set of surveys and plats of properties in the city of Minneapolis, Minn.","A complete set of surveys and plats of properties in the city of Minneapolis, Minn.","Plat book of Minneapolis showing property ownership, sewers, water pipes, fire hydrants, steam railroads, horse railroads, ward boundaries and buildings.",,52 x 70 centimeters,,English,G. M. Hopkins,G. M. Hopkins,,Real Property Minnesota Minneapolis Maps,1885,,,https://umedia.lib.umn.edu/item/p16022coll245:304,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll245/id/304/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll245/id/304,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll245/304/manifest.json,U|M|N|_|A|L|M|A|:|9|9|5|3|0|6|6|0|3|0|0|0|1|7|0|1,p16022coll245:304,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-03-24T00:00:00Z,Minneapolis and St. Paul Maps and Atlases,p16022coll245,Minneapolis,Minnesota,United States,North America,,
A guide for your convenience in planning a visit to Minneapolis,A guide for your convenience in planning a visit to Minneapolis,,"Shows location and names of streets, hotels, theatres, and public buildings.; Title from map when folded.; Inside map: ""Copyright Hudson Map Company, Minneapolis, Minn.""; Includes index to public buildings, hotels, and theatres.; Includes ""Facts about Minneapolis"" as of Jan. 1, 1929 and text about ""What to See and Do"" on verso.",sheet 28 x 18 centimeters,Scale not given,English,Minneapolis Civic & Commerce Association. Convention Department,"Issued by Convention Dept.,  Minneapolis Civic and Commerce Association (Minneapolis,  Minn)",,,1929,,,https://umedia.lib.umn.edu/item/p16022coll245:1072,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll245/id/1072/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll245/id/1072,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll245/1072/manifest.json,U|M|N|_|A|L|M|A|:|9|9|3|5|4|4|2|5|7|0|0|0|1|7|0|1,p16022coll245:1072,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-03-24T00:00:00Z,Minneapolis and St. Paul Maps and Atlases,p16022coll245,,,,,,
A map of the surface formations of Minnesota,A map of the surface formations of Minnesota,,,on 3 sheets 74 x 92 centimeters or smaller.,"Scale 1:500,000",English,"Leverett, Frank,1859-1943.","[Minnesota Geological Survey,], (Minneapolis)",,"Alluvium Minnesota Maps|Geology, Stratigraphic Holocene Maps|Geology, Stratigraphic Minnesota Maps",1914 - 1916,,,https://umedia.lib.umn.edu/item/p16022coll247:38,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll247/id/38/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll247/id/38,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll247/38/manifest.json,U|M|N|_|A|L|M|A|:|9|9|5|8|2|9|8|5|5|0|0|0|1|7|0|0,p16022coll247:38,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,,Maps,JPEG,2021-03-24T00:00:00Z,General Minnesota Maps,p16022coll247,,Minnesota,United States,North America,,
America noviter delineata,America noviter delineata,,"Relief shown pictorially.; Appears in Gerardi Mercatoris et I. Hondii atlas, das ist abbildung der gantzen welt, 1633.; Insets: [Groenlandia and Islandia] -- Terra australis incognita.; Includes illustrations.; Text on verso, p. 17 and 20. Signature: E. Catchword: furken.",38 x 49 centimeters,"circa 1:43,000,000. At equator",Latin,"Hondius, Hendrik, 1597-1651",Johan Jansson und Henricus Hondius? (Amsterdam?),,,1633?,,,https://umedia.lib.umn.edu/item/p16022coll230:924,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/924/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/924,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/924/manifest.json,U|M|N|_|A|L|M|A|:|9|9|7|5|2|7|2|4|0|9|0|0|1|7|0|1,p16022coll230:924,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-03-24T00:00:00Z,General Map Collection,p16022coll230,,,,,,"W1420100 E0002100 N0650800 S0592600|(W 142°01'00""--E °21'00""/N 65°08'00""--S 59°26'00"")"
"A new and correct map of North America with the West India Islands : divided according to the last Treaty of Peace, concluded at Paris the 20th of Jan. 1783. wherein are particularly distinguished the thirteen provinces wich [sic] compose the United States of North America","A new and correct map of North America with the West India Islands : divided according to the last Treaty of Peace, concluded at Paris the 20th of Jan. 1783. wherein are particularly distinguished the thirteen provinces wich [sic] compose the United States of North America",,"Shows the north american continent from New South Wales to Central America including boundaries of the original thirteen United States, European possessions in the West Indies, towns, forts, indian villages, roads, rivers and mines.; Title from title block.; Relief shown pictorially.; Hand colored.; Prime meridian: London (W 1150∞0'--W 430∞0'/N 484∞5'--N 33∞0').; Includes additional longitudinal coordinates measured west from Ferro (W 97∞-W 25∞).; Insets: A particular map of Baffin and Hudson's Bay -- The passage by land to California discover'd by Father Eusebius Francis Kino a Jesuit; between the years 1698 and 1701, before which, and for a considerable time since California has always been described in all charts & maps as an island.; ""N.B. The letters E, F, S, D, Da, annexed to the names of the islands, denote them to belong either to the English, French, Spanish, Dutch, or Danes, &c.""; Includes illustrations, compass rose, and decorative spray which borders ""The Scales"" and ""Explanation.""; Includes key to symbols, ""Explanation.""",97 x 112 centimeters on sheets 585 x 72.3 centimeters,"Scale varies approximately 1:9,504,000-1:5,702,400",English,"Lotter, Matthäus Albrecht, 1741-1810",Mathew Albert and George Frederic Lotter (Augsburg? Ger),,Historical Geography|18th Century,1784,,,https://umedia.lib.umn.edu/item/p16022coll230:881,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/881/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/881,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/881/manifest.json,U|M|N|_|A|L|M|A|:|9|9|1|8|5|3|5|5|1|0|0|0|1|7|0|1,p16022coll230:881,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-03-24T00:00:00Z,General Map Collection,p16022coll230,,,,,,"W1133400 W512400 N0783500 N0062600|(W 113°34'00""--W 51°24'00""/N 78°35'00""--N 6°26'00"")"
"A new map of the whole continent of America : divided into North and South and West Indies wherein are exactly described the United States of North America as well as the several European possessions according to the preliminaries of peace signed at Versailles Jan. 20, 1783","A new map of the whole continent of America : divided into North and South and West Indies wherein are exactly described the United States of North America as well as the several European possessions according to the preliminaries of peace signed at Versailles Jan. 20, 1783","Shows the Western Hemisphere with some political borders, tabular information indicates national possessions; cities and rivers.  Title from ornamental cartouche.  Relief shown pictorially.  Prime meridian: Ferro.  ""Publish'd by Laurie & Whittle, No. 53 Fleet Street, as the Act directs, 12th May 1794.""  Inset: The supplement to North America containing the countries adjoining to Baffins & Hudson bays.  Includes table, ""The Continent and Islands of America are Divided and Possessed as follows viz.""",,102 x 117 centimeters,Scale varies,English,"Bourguignon d' Anville, Jean Baptiste, 1697-1782",Laurie & Whittle (London),,Western Hemisphere Maps Early Works to 1800|America Maps Early Works to 1800|North America Maps Early Works to 1800|South America Maps Early Works to 1800|West Indies Maps Early Works to 1800|Early Maps|Maps|Maps Western Hemisphere 18th Century,1794,,,https://umedia.lib.umn.edu/item/p16022coll230:611,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/611/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/611,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/611/manifest.json,U|M|N|_|A|L|M|A|:|9|9|5|4|5|8|6|0|4|0|0|0|1|7|0|1,p16022coll230:611,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-03-24T00:00:00Z,General Map Collection,p16022coll230,,,,North America|South America,,"W1295400 W0010600 N0594900 S0000700|(W 129°54'00""--W 1°06'00""/N 59°49'00""--S 0°07'00"")"
"Appendix to report of the Commissioner of Crown Lands, part II: Maps of Canada","Appendix to report of the Commissioner of Crown Lands, part II: Maps of Canada",,Relief shown by hachures.; Covers northeastern Atlantic states and part of Canada.,on sheets 140 x 150 centimeters or smaller,Scales differ,English,Crown Estate Commissioners (Great Britain),Printed by Stewart Derbishire & George Desbarats (Toronto),,,1857,,,https://umedia.lib.umn.edu/item/p16022coll230:1110,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1110/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1110,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1110/manifest.json,U|M|N|_|A|L|M|A|:|9|9|6|2|7|2|9|1|7|0|0|0|1|7|0|1,p16022coll230:1110,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-03-24T00:00:00Z,General Map Collection,p16022coll230,,,,,,"W1410000 W0521900 N0832000 N0414000|(W 141°00'00""--W 52°19'00""/N 83°20'00""--N 41°40'00"")"
