Title,Alternative Title,Description,notes,dimensions,scale,Language,Creator,Publisher,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Information,Download,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Is Part Of,Member Of,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Date Added,Collection Name,Set,City,State,Country,Continent,Region,coordinates
1929 Socony road map of New England,1929 Socony road map of New England,,"Relief shown by spot heights.; On verso: Boston and vicinity. Scale [approximately 1:168,960] -- Highway connections between Maine and eastern Canada. Scale [approximately 1:2,667,789]. Also includes index to cities and towns, Main traveled roads of New England, Socony motor oil recommendations, and panel title.; All four borders marked off as mileage scales.",67 x 51 centimeters,"Scale approximately 1:811,000",English,Standard Oil Company of New York,General Drafting Co (New York),,Roads|Maps|Lubrication and Lubricants|Gasoline,1929,,,https://umedia.lib.umn.edu/item/p16022coll230:1211,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1211/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1211,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1211/manifest.json,U|M|N|_|A|L|M|A|:|9|9|4|0|7|7|2|9|1|0|0|0|1|7|0|1,p16022coll230:1211,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-04-20T00:00:00Z,General Map Collection,p16022coll230,,,,,,"W0735700 W0664700 N0473000 N0405400|(W 73°57'00""--W 66°47'00""/N 47°30'00""--N 40°54'00"")"
"A map of the British and French dominions in North America : with the roads, distances, limits, and extent of the settlements, humbly inscribed to the Right Honourable the Earl of Halifax, and the other Right Honourable the Lords Commissioners for Trade & Plantations","A map of the British and French dominions in North America : with the roads, distances, limits, and extent of the settlements, humbly inscribed to the Right Honourable the Earl of Halifax, and the other Right Honourable the Lords Commissioners for Trade & Plantations",,"Published in: Boundaries, areas, geographic centers and altitudes of the United States and the several states / Edward M. Douglas. Washington : Government Printing Office, 1930. Geological Survey Bulletin 817. 2d edition.; Relief shown pictorially.; Prime meridian: London.; A reduced facsimile copy of the second edition, London, 1755.; ""Printed for Jefferys and Faden, Geographers to the King.""; Includes text and inset ""A new map of Hudson's Bay and Labrador from the late surveys of those coasts.""; U.S.G.S. title: The Mitchell map of the British and French dominions in North America, 1755.; ""Plate 5.""",66 x 96 centimeters,"Scale approximately 1:4,000,000 Not 69 1/2 English miles to a degree",English,"Mitchell, John, 1711-1768","U.S. Geological Survey (Washington,  D.C)",,British|Maps,1930,,,https://umedia.lib.umn.edu/item/p16022coll230:1252,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1252/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1252,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1252/manifest.json,U|M|N|_|A|L|M|A|:|9|9|4|0|8|0|6|0|5|0|0|0|1|7|0|1,p16022coll230:1252,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-04-20T00:00:00Z,General Map Collection,p16022coll230,,,,,,W1060000 W0520000 N0520000 N0290000|(W 106°--W 52°/N 52°--N 29°)
An improved map of the United States,An improved map of the United States,,"Borders contain tables of distance on the Great Post Road from Pasamaquoddy (ME) to St. Mary's (GA), on the Post Road from Albany (NY) to Montreal ; also population and products of states.; Engravings of U.S. Naval vessels in Atlantic ocean section.",48 x 55 centimeters,Scale of British miles 69 1/2 to a degree.,English,Shelton & Kensett,"Engraved by A. Doolittle (New Haven,  (CT))",,,1813,,,https://umedia.lib.umn.edu/item/p16022coll230:1287,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1287/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1287,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1287/manifest.json,U|M|N|_|A|L|M|A|:|9|9|4|0|8|0|5|5|4|0|0|0|1|7|0|1,p16022coll230:1287,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-04-20T00:00:00Z,General Map Collection,p16022coll230,,,,,,"E1442400 W0642100 N0713600 S0144500|(E 144°24'00""--W 64°21'00""/N 71°36'00""--S 14°45'00"")"
"Appletons' railway map of the United States and the Canadas : representing railways in actual operation, and those in course of construction, also map of the territories, showing the Pacific Railroad, gold regions, &c.","Appletons' railway map of the United States and the Canadas : representing railways in actual operation, and those in course of construction, also map of the territories, showing the Pacific Railroad, gold regions, &c.",,"Relief shown by hachures.; Prime meridian: Washington, D.C.; Inset: [Western United States].; Advertisements and ancillary map: Map of Illinois Central Railway and connections, on verso.",54 x 69 centimeters,"Scale approximately 1:3,600,000",English,"Thomas, G. F",D. Appleton & Co (New York),,Railroads,1864,,,https://umedia.lib.umn.edu/item/p16022coll230:1223,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1223/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1223,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1223/manifest.json,U|M|N|_|A|L|M|A|:|9|9|2|7|0|9|9|5|3|0|0|0|1|7|0|1,p16022coll230:1223,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-04-20T00:00:00Z,General Map Collection,p16022coll230,,,,,,"W0953100 W0665800 N0460500 N0285600|(W 95°31'00""--W 66°58'00""/N 46°05'00""--N 28°56'00"")"
Automobile road map of the United States : including southern Canada and northern Mexico,Automobile road map of the United States : including southern Canada and northern Mexico,,"Shows cities, major waterways, major roads, and route numbers.; Inset: Cape Breton Island.; ""1491""--upper left.; ""Selwyn Douglas""--lower right.; ""P.H.I.""--lower left.; ""397""--panel lower left.","52 x 83 centimeters, folded to 27 x 11 centimeters","Scale approximately 1:6,000,000",English,Automobile Club of Southern California,"The Club (Los Angeles,  Calif)",,Roads|Roads,1920 - 1929?,,,https://umedia.lib.umn.edu/item/p16022coll230:1229,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1229/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1229,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1229/manifest.json,U|M|N|_|A|L|M|A|:|9|9|5|2|3|7|3|3|8|0|0|0|1|7|0|1,p16022coll230:1229,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-04-20T00:00:00Z,General Map Collection,p16022coll230,,,,,,W1250000 W0600000 N0500000 N0250000|(W 125°--W 60°/N 50°--N 25°)
"Birds-eye view from summit of Mt. Washington; White Mountains, New Hampshire","Birds-eye view from summit of Mt. Washington; White Mountains, New Hampshire",,Includes key to 189 places.,"62 centimeters diam, on sheet 71 x 67 centimeters",Scale not given,English,Boston and Maine Railroad,"Geo. H. Walker & Co (Boston), 1902",,,1902,,,https://umedia.lib.umn.edu/item/p16022coll230:1293,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1293/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1293,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1293/manifest.json,U|M|N|_|A|L|M|A|:|9|9|2|9|7|1|5|6|7|0|0|0|1|7|0|1,p16022coll230:1293,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-04-20T00:00:00Z,General Map Collection,p16022coll230,,,,,,"W0712400 W0711200 N0442054 N0441200|(W 71°24'00""--W 71°12'00""/N 44°20'54""--N 44°12'00"")"
"Booklovers map of America, a chart of certain landmarks of literary geography","Booklovers map of America, a chart of certain landmarks of literary geography",,"Also shows southern Canada and northern Mexico.; Relief shown by hachures.; ""Copyright by Paul M. Paine ...""; Includes 6 local area insets and global view of North America and Hawaii.",48 x 67 centimeters,Scale not given.,English,"Paine, Paul M","R.R. Bowker Co (New York), 1926",,Literary Landmarks|Literary Landmarks|Literary Landmarks,1926,,,https://umedia.lib.umn.edu/item/p16022coll230:1285,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1285/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1285,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1285/manifest.json,U|M|N|_|A|L|M|A|:|9|9|7|3|9|7|4|6|9|8|0|0|1|7|0|1,p16022coll230:1285,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-04-20T00:00:00Z,General Map Collection,p16022coll230,,,,,,"W1290100 W0590400 N0512400 N0185400|(W 129°01'00""--W 59°04'00""/N 51°24'00""--N 18°54'00"")"
Boston and Maine Railroad and connections,Boston and Maine Railroad and connections,,"Map area extends north to Nova Scotia, south to Springfield, Mass., and west to Rotterdam, N.Y. and Montreal, Quebec.; Relief shown by hachures.; Insets: Nova Scotia and surrounding area -- Boston area.",94 x 114 centimeters,Scale not given.,English,Rand Avery Supply Co,Rand Avery Supply Co (Boston),,Boston and Maine Railroad|Boston and Maine Railroad|Railroads|Railroads,1890 - 1899?,,,https://umedia.lib.umn.edu/item/p16022coll230:1270,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1270/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1270,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1270/manifest.json,U|M|N|_|A|L|M|A|:|9|9|7|3|9|5|5|5|9|2|9|0|1|7|0|1,p16022coll230:1270,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-04-20T00:00:00Z,General Map Collection,p16022coll230,,,,,,"W0740200 W0593400 N0472700 N0402700|(W 74°02'00""--W 59°34'00""/N 47°27'00""--N 40°27'00"")"
Carta particolare della nuoua Belgia é parte della nuoua Anglia,Carta particolare della nuoua Belgia é parte della nuoua Anglia,,La longitudine cominc[i]a da l'Isola di Pico d'Asores.,46 x 37 centimeters,Scale not given,Italian,"Dudley, Robert, Sir, 1574-1649","Rich'd H. Pease Lith (Albany,  [N.Y)",,,1800 - 1899,,,https://umedia.lib.umn.edu/item/p16022coll230:1282,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1282/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1282,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1282/manifest.json,U|M|N|_|A|L|M|A|:|9|9|4|5|2|0|6|3|3|0|0|0|1|7|0|1,p16022coll230:1282,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-04-20T00:00:00Z,General Map Collection,p16022coll230,,,,,,"W0794800 W0664900 N0473800 N0395800|(W 79°48'00""--W 66°49'00""/N 47°38'00""--N 39°58'00"")"
"Cobscook Bay, Maine","Cobscook Bay, Maine",,"Depths shown by bathymetric soundings.; ""25 Congress 2 Session S. Doc. Number 73.""; ""Surveyed in August 1836, under the direction of Lt. Col. S.H. Long, by Lieuts. J.F. Cooper and J.L. Donaldson.""",on sheet 35 x 44 centimeters,Scale not given,English,,Publisher not identified,,Nautical Charts|Harbors,1836,,,https://umedia.lib.umn.edu/item/p16022coll230:1266,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1266/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1266,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1266/manifest.json,U|M|N|_|A|L|M|A|:|9|9|7|3|3|4|6|2|0|2|5|0|1|7|0|1,p16022coll230:1266,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-04-20T00:00:00Z,General Map Collection,p16022coll230,,,,,,W0670931 W0670558 N0445416 N0445205|(W 67°09ʹ31ʺ--W 67°05ʹ58ʺ/N 44°54ʹ16ʺ--N 44°52ʹ05ʺ)
