Title,Alternative Title,Description,notes,dimensions,scale,Language,Creator,Publisher,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Information,Download,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Is Part Of,Member Of,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Date Added,Collection Name,Set,City,State,Country,Continent,Region,coordinates
A Map of Old Greenland or Øster Bygd & Wester Bygd : agreeable to Egede's late description of Greenland. ; A Map of the Islands of Ferro or Farro according to Jacobson Debes. ; An improved map of Iceland.,A Map of Old Greenland or Øster Bygd & Wester Bygd : agreeable to Egede's late description of Greenland. ; A Map of the Islands of Ferro or Farro according to Jacobson Debes. ; An improved map of Iceland.,"Cartographic Details: Scales differ. Inset diagram: ""A draught of the whirlpool on the south east of Sumbo Rocks w. the soundings."" Numbered ""N⁰76."" Relief shown pictorially. Map of Greenland has Teneriffe meridian.",,3 maps on 1 sheet : diag. ; sheet 33 x 23 centimeters,Scales differ.,English,"Bowen, Emanuel, 1693 or 1694-1767",(London),,Greenland Early Works to 1800 Maps|Iceland Early Works to 1800 Maps|Faroe Islands Early Works to 1800 Maps,1750,,,https://umedia.lib.umn.edu/item/p16022coll230:338,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/338/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/338,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/338/manifest.json,U|M|N|_|A|L|M|A|:|9|9|5|7|0|3|2|9|4|0|0|0|1|7|0|1,p16022coll230:338,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-01-14T00:00:00Z,General Map Collection,p16022coll230,,,Iceland|Faroe Islands|Greenland,Europe,,"W0740700 W0040200 N0770300 N0593000|(W 74°07'00""-W 4°02'00""/N 77°03'00""-N 59°30'00"")"
"Aschehougs kart over Sør-Norge : 5 blad. Målestokk 1:500,000","Aschehougs kart over Sør-Norge : 5 blad. Målestokk 1:500,000","Cartographic Details: Scale 1:500000 (E 9°05ʹ00ʺ--E 11°56ʹ00ʺ/N 60°26ʹ00ʺ--N 58°24ʹ00ʺ) ""Ekvidistanse 200 m."" ""Automobilveiene er àjour pr. januar 1933."" Blad 2. Østlandet Sydlige Del. II. Østlandet Sydlige Del. on verso. Relief shown by contours.",,"1 map : color ; 61 x 49 centimeters, on sheet 70 x 56 centimeters","Scale 1:500,000",Norwegian,"Gleditsch, Kristen Gran, 1867-1946|H. Aschehoug & co.","H. Aschehoug & Co. (Oslo), 1929",,Roads Norway Maps|Norway Maps,1929,,,https://umedia.lib.umn.edu/item/p16022coll230:329,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/329/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/329,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/329/manifest.json,U|M|N|_|A|L|M|A|:|9|9|7|4|8|3|4|7|9|7|3|0|1|7|0|1,p16022coll230:329,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-01-14T00:00:00Z,General Map Collection,p16022coll230,,,Norway,Europe,,E0090500 E0115600 N0602600 N0582400|(E 9°05ʹ00ʺ--E 11°56ʹ00ʺ/N 60°26ʹ00ʺ--N 58°24ʹ00ʺ)
Carte du royaume de Suède : comprenant la Suède propre et la Norwège et du Ronanne de Danemarck,Carte du royaume de Suède : comprenant la Suède propre et la Norwège et du Ronanne de Danemarck,"Cartographic Details: Scale approximately 1:5,000,000. Map of Sweden, Norway and Denmark showing rivers, places and relief shown pictorially. Plate 3 from: Atlas universel : pour servir a l'etude de la geographie et de l'histoire anciennes et modernes. Paris : Desenne & Menard, 1834. In French.",,1 map : color ; 40 x 25 centimeters,"Scale approximately 1:5,000,000",French,"de Saint-Martin, Louis Vivien, 1802-1897|Giraldon-Bovinet.","Desenne & Menard (Paris), 1834",,Scandinavia Maps|Sweden Maps|Norway Maps|Finland Maps|Denmark Maps|Thematic Maps,1834,,,https://umedia.lib.umn.edu/item/p16022coll230:331,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/331/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/331,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/331/manifest.json,U|M|N|_|A|L|M|A|:|9|9|7|5|4|2|1|1|9|9|6|0|1|7|0|1,p16022coll230:331,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-01-14T00:00:00Z,General Map Collection,p16022coll230,,,Sweden|Norway|Finland|Denmark,Europe,Scandinavia,"E0045900 E0313700 N0711800 N0533000|(E 04°59'00""--E 31°37'00""/N 71°18'00""--N 53°30'00"")"
Charta öfver Stora Kopparbergs Höfdingedöme eller Dararne,Charta öfver Stora Kopparbergs Höfdingedöme eller Dararne,,,"1 map : facsimile, color ; 56 x 58 centimeters, on sheet 65 x 65 centimeters","Scale 1:460,000",Swedish,"Hermelin friherre, Samuel Gustaf Benzelstierna, 1744-1820|Akrel, Fredrik, 1748-1804|Hällström, Carl Peter, 1774-1836|Generalstabens litografiska anstalt","Generalstabens Litografiska Anstalt (Stockholm), 1972",,Dalarna (Sweden) Maps|Siljan (Sweden) Maps|Maps,1972,,,https://umedia.lib.umn.edu/item/p16022coll230:345,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/345/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/345,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/345/manifest.json,U|M|N|_|A|L|M|A|:|9|9|1|8|1|8|5|1|5|0|0|0|1|7|0|1,p16022coll230:345,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-01-14T00:00:00Z,General Map Collection,p16022coll230,,,Sweden,Europe,,E0295000 E0342000 N0621500 N0595000|(E 29°50ʻ--E 34°20ʻ/N 62°15ʻ--N 59°50ʻ)
Chart of the straits between Denmark and Sweden : shewing the passage from the Kattegat through the Sound to Copenhagen Road; and thence through the grounds to the entrance of the Baltic,Chart of the straits between Denmark and Sweden : shewing the passage from the Kattegat through the Sound to Copenhagen Road; and thence through the grounds to the entrance of the Baltic,"Cartographic Details: Scale approximately 1:150,000 (E 12°00ʹ--E 13°15ʹ/N 56°18ʹ--N 55°20ʹ). Depths shown by soundings. ""Published by W. Faden Geographer to the King and to H.R.H. the Prince of Wales, No. 3 Charing Cross April 20th 1801."" Scale bars: ""Scale of three leauges"" and ""Scale of nautic leauges.""",,1 map : hand colored ; 56 x 37 centimeters,"Scale approximately 1:150,000",English,"Faden, William 1749-1836|Lous, Christian Charles, 1724-1804|de Nordenanker, Jan, 1722-1804","W. Faden (London), 1801",,"Nautical Charts Kattegat (Denmark and Sweden)|Nautical Charts Sound, the (Denmark and Sweden)|Kattegat (Denmark and Sweden) Maps|Sound, the (Denmark and Sweden) Maps|Nautical Charts|Thematic Maps",1801,,,https://umedia.lib.umn.edu/item/p16022coll230:333,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/333/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/333,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/333/manifest.json,U|M|N|_|A|L|M|A|:|9|9|7|5|2|7|3|0|0|9|0|0|1|7|0|1,p16022coll230:333,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-01-14T00:00:00Z,General Map Collection,p16022coll230,,,Denmark|Sweden,Europe,,E0120000 E0131500 N0561800 N0552000|(E 12°00ʹ--E 13°15ʹ/N 56°18ʹ--N 55°20ʹ)
"Christiania, Norway","Christiania, Norway",Cartographic Details: Scale not given. Date from previously assigned call number. Ancillary maps: Christiania and environs -- [location map].,,1 map ; 30 x 54 centimeters,Scale not given.,English,,,,Oslo (Norway) Maps|Maps,1921,,,https://umedia.lib.umn.edu/item/p16022coll230:347,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/347/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/347,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/347/manifest.json,U|M|N|_|A|L|M|A|:|9|9|4|3|5|2|8|4|4|0|0|0|1|7|0|1,p16022coll230:347,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-01-14T00:00:00Z,General Map Collection,p16022coll230,Oslo,,Norway,Europe,,"E0102920 E0105705 N0600806 N0594833|(E 10°29'20""--E 10°57'05""/N 60°08'06""--N 59°48'33"")"
Denmark,Denmark,"Cartographic Details: Scale [1: 1,600,000]. Imprint derived from the atlas in which the map was issued. Inset maps: ""Iceland"" ; ""Feroe Islands."" ""Eng. by W. Dassauville ... "" Shows boundaries, rivers and principal settlements. Greenwich meridian.",Is part of - New general atlas.,1 map ; 52 x 60 centimeters,"Scale [1: 1,600,000]",English,"Dassauville, William, active 1805-1825|John Thomson and Company, fl. 1813-1869","Drawn & engraved for Thomson's New General Atlas (Edinburgh), 1814",,Denmark Maps|Iceland Maps|Faroe Islands Maps|Maps,1814,,,https://umedia.lib.umn.edu/item/p16022coll230:356,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/356/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/356,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/356/manifest.json,U|M|N|_|A|L|M|A|:|9|9|5|4|6|4|8|6|5|0|0|0|1|7|0|1,p16022coll230:356,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-01-14T00:00:00Z,General Map Collection,p16022coll230,,,Denmark|Iceland|Faroe Islands,Europe,,"W0251600 E0153300 N0672200 N0542700|(W 25°16'00""--E 15°33'00""/N 67°22'00""--N 54°27'00"")"
"Denmark, Sweden & Norway","Denmark, Sweden & Norway","Cartographic Details: Scale approximately 1:9,000,000 (E 4°03ʹ00ʺ--E 31°21ʹ00ʺ/N 71°18ʹ00ʺ--N 54°25ʹ00ʺ). Shows boundaries, rivers, hills and principal settlements. ""XI"" in lower right. Greenwich meridian.",,1 map : color ; 23 x 18 centimeters,"Scale approximately 1:9,000,000",English,"Hall, Sidney|Longman, Hurst, Rees, Orme, and Brown,",,,Scandinavia Maps|Denmark Maps|Finland Maps|Norway Maps|Sweden Maps|Thematic Maps,1822,,,https://umedia.lib.umn.edu/item/p16022coll230:355,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/355/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/355,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/355/manifest.json,U|M|N|_|A|L|M|A|:|9|9|7|5|4|1|8|8|5|8|3|0|1|7|0|1,p16022coll230:355,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-01-14T00:00:00Z,General Map Collection,p16022coll230,,,Denmark|Finland|Norway|Sweden,Europe,Scandinavia,E0040300 E0312100 N0711800 N0542500|(E 4°03ʹ00ʺ--E 31°21ʹ00ʺ/N 71°18ʹ00ʺ--N 54°25ʹ00ʺ)
"Denmark, Sweden, Norway & Lapland.","Denmark, Sweden, Norway & Lapland.","Cartographic Details: Scale 1:8,000,000 (E 4°03ʹ00ʺ--E 40°07ʹ00ʺ/N 71°18ʹ00ʺ--N 54°25ʹ00ʺ). Boundaries outlined in color.",,1 map : color ; 25 x 20 centimeters,"Scale 1:8,000,000",English,,,,Scandinavia Maps|Denmark Maps|Sweden Maps|Norway Maps|Lapland Maps|Thematic Maps,1800,,,https://umedia.lib.umn.edu/item/p16022coll230:339,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/339/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/339,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/339/manifest.json,U|M|N|_|A|L|M|A|:|9|9|7|5|4|4|1|1|8|5|3|0|1|7|0|1,p16022coll230:339,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-01-14T00:00:00Z,General Map Collection,p16022coll230,,,Denmark|Sweden|Norway,Europe,Scandinavia|Lapland,E0040300 E0400700 N0711800 N0542500|(E 4°03ʹ00ʺ--E 40°07ʹ00ʺ/N 71°18ʹ00ʺ--N 54°25ʹ00ʺ)
Dænemark mit Holstein und Lauenburg : auch südlicher theil von Schweden,Dænemark mit Holstein und Lauenburg : auch südlicher theil von Schweden,"Cartographic Details: Scale approximately 1:3,200,000 (E 6°00ʹ00ʺ--E 16°00ʹ00ʺ/N 58°01ʹ00ʺ--N 52°58ʹ00ʺ). Insets: Island -- Fär-öer. ""Stieler's Schul-Atlas, No. IX.""",,1 map : hand color ; 17 x 20 centimeters,"Scale approximately 1:3,200,000",German,"Stieler, Adolf, 1775-1836|Justus Perthes (Firm : Gotha, Germany),",,,Denmark Maps|Schleswig Holstein (Germany) Maps|Sweden Maps|Thematic Maps,1834,,,https://umedia.lib.umn.edu/item/p16022coll230:343,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/343/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/343,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/343/manifest.json,U|M|N|_|A|L|M|A|:|9|9|7|5|4|4|1|1|8|5|1|0|1|7|0|1,p16022coll230:343,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-01-14T00:00:00Z,General Map Collection,p16022coll230,,,Denmark|Sweden,Europe,,E0060000 E0160000 N0580100 N0525800|(E 6°00ʹ00ʺ--E 16°00ʹ00ʺ/N 58°01ʹ00ʺ--N 52°58ʹ00ʺ)
