id,title,name,notes,type,theme-primary,metadata_created,metadata_modified,isopen,private,state,license_title,license_id,license_url,contact-name,contact-email,contact-phone,foi-name,foi-email,foi-phone,foi-web,creator_user_id,owner_org,schema-vocabulary,codelist,tags,org_name,org_title,org_description,org_created,org_state,resource_name,resource_description,resource_format,resource_url,resource_mimetype,resource_created,resource_metadata_modified,resource_datafile_date
351f0888-b2a8-4b49-b34f-992b0f1ffd39,0.1% annual probability extents,0-1-annual-probability-extents12,"<div style='text-align:Left;'><div><div><p style='margin:0 0 14 0;'><span><span>Bradford Beck is the largest watercourse running through Bradford city centre. </span></span></p><p style='margin:0 0 14 0;'><span>This dataset consists of </span><span>a multipart polygon describing the spatial extents of modelled flooding for </span><span>a rainfall event that has a 0.1% probability in any year.</span></p><p style='margin:0 0 14 0;'><span>Typically, river and sewer systems are modelled with tools which are tailored for those purposes. Although the hydraulic processes modelling at the core of the different tools may be similar, the user interfaces, data management systems and hydrological modelling are designed to meet different requirements and reflect the differences in the nature of the different drainage systems. The diversity of the river system and the land use presents a number of choices with respect to the modelling methodology.</span></p><p style='margin:0 0 14 0;'><span>To the west of Bradford, the predominantly rural land use and open (natural) watercourses are best represented by river modelling software. However, the urban land use and the nature of the drainage system with culverted watercourses are better represented by sewer simulation software.</span></p><p style='margin:0 0 14 0;'><span>The City of Bradford Metropolitan District Council (CBMDC) acquired InfoWorks CS 2D to carry out this type of modelling. This software is accepted by the Environment Agency as being suitable for this type of assessment. The Bradford Beck system is represented by a 1D network of nodes and conduits, the information used to construct the network being obtained from a mixture of historic and contemporary surveys. The 2D surface networks have been created from the 1m horizontal resolution LIDAR data set procured by CBMDC</span></p><p style='margin:0 0 14 0;'><span>The hydraulic model is driven by hydrographs generated using the Revitalised Flood Hydrograph (ReFH) method2. Hydrographs were generated at the start of each main branch in the model and at key intermediate points along the length of the model.</span></p><p style='margin:0 0 14 0;'><span>The simulations modelled in InfoWorks use a 1 metre horizontal resolution Digital Elevation Model (DEM), which results in a much higher resolution of detail (including vertical resolution). It is important to remember that the hydrological and hydraulic representations in the modelling are simplifications of reality and that it is important not to place too much emphasis on perceptions of accuracy resulting from the increased resolution.</span></p></div></div></div>",dataset,,2023-09-20T13:16:22.551943,2025-04-23T19:01:30.586623,False,False,active,,,,,,,,,,,60e687bf-a6d8-43e2-a50e-efab84b27952,636f4913-6fc3-4cda-9770-9dfcf3219583,,,"Annual probability event, Annual probability flood event, Bradford Beck, Bradford City Centre, Environment, Flood, Flood extent, Model",city-of-bradford-metropolitan-district-council,City of Bradford Metropolitan District Council,,2014-04-23T16:30:54.280822,active,ArcGIS Hub Dataset,,HTML,https://spatialdata-cbmdc.hub.arcgis.com/datasets/CBMDC::0-1-annual-probability-extents,,2024-09-17T09:02:37.939905,2024-09-17T09:02:37.890299,
2e53754d-888f-4038-8173-03a1b4313bc2,0.1% annual probability extents with 30% climate change adjustment,0-1-annual-probability-extents-with-30-climate-change-adjustment13,"<div style='text-align:Left;'><div><div><p style='margin:0 0 14 0;'><span><span>Bradford Beck is the largest watercourse running through Bradford city centre. </span></span></p><p style='margin:0 0 14 0;'><span>This dataset consists of </span><span>a multipart polygon describing the spatial extents of modelled flooding </span><span>for a rainfall event that has a </span><span>0.</span><span>1% probability in any year plus 30% additional rainfall for a climate change adjustment</span><span>.</span></p><p style='margin:0 0 14 0;'><span>Typically, river and sewer systems are modelled with tools which are tailored for those purposes. Although the hydraulic processes modelling at the core of the different tools may be similar, the user interfaces, data management systems and hydrological modelling are designed to meet different requirements and reflect the differences in the nature of the different drainage systems. The diversity of the river system and the land use presents a number of choices with respect to the modelling methodology.</span></p><p style='margin:0 0 14 0;'><span>To the west of Bradford, the predominantly rural land use and open (natural) watercourses are best represented by river modelling software. However, the urban land use and the nature of the drainage system with culverted watercourses are better represented by sewer simulation software.</span></p><p style='margin:0 0 14 0;'><span>The City of Bradford Metropolitan District Council (CBMDC) acquired InfoWorks CS 2D to carry out this type of modelling. This software is accepted by the Environment Agency as being suitable for this type of assessment. The Bradford Beck system is represented by a 1D network of nodes and conduits, the information used to construct the network being obtained from a mixture of historic and contemporary surveys. The 2D surface networks have been created from the 1m horizontal resolution LIDAR data set procured by CBMDC</span></p><p style='margin:0 0 14 0;'><span>The hydraulic model is driven by hydrographs generated using the Revitalised Flood Hydrograph (ReFH) method2. Hydrographs were generated at the start of each main branch in the model and at key intermediate points along the length of the model.</span></p><p style='margin:0 0 14 0;'><span>The simulations modelled in InfoWorks use a 1 metre horizontal resolution Digital Elevation Model (DEM), which results in a much higher resolution of detail (including vertical resolution). It is important to remember that the hydrological and hydraulic representations in the modelling are simplifications of reality and that it is important not to place too much emphasis on perceptions of accuracy resulting from the increased resolution.</span></p></div></div></div>",dataset,,2023-09-20T13:16:19.706496,2025-04-23T19:01:28.549912,False,False,active,,,,,,,,,,,60e687bf-a6d8-43e2-a50e-efab84b27952,636f4913-6fc3-4cda-9770-9dfcf3219583,,,"Annual probability event, Annual probability flood event, Bradford Beck, Bradford City Centre, Climate change, Environment, Flood, Flood extent, Model",city-of-bradford-metropolitan-district-council,City of Bradford Metropolitan District Council,,2014-04-23T16:30:54.280822,active,ArcGIS Hub Dataset,,HTML,https://spatialdata-cbmdc.hub.arcgis.com/datasets/CBMDC::0-1-annual-probability-extents-with-30-climate-change-adjustment,,2024-09-17T09:02:35.490462,2024-09-17T09:02:35.436360,
c1545300-af54-4ab0-b1f5-986672f24723,0.1% annual probability outputs,0-1-annual-probability-outputs11,"<div style='text-align:Left;'><div><div><p style='margin:0 0 14 0;'><span><span>Bradford Beck is the largest watercourse running through Bradford city centre. </span></span></p><p><span>This dataset consists of triangulated areas and has a number of attributes describing various modelling output parameters such as depth, elevation etc. for a rainfall event that has a </span><span>0.</span><span>1% probability in any year.</span></p><p style='margin:0 0 14 0;'><span>Typically, river and sewer systems are modelled with tools which are tailored for those purposes. Although the hydraulic processes modelling at the core of the different tools may be similar, the user interfaces, data management systems and hydrological modelling are designed to meet different requirements and reflect the differences in the nature of the different drainage systems. The diversity of the river system and the land use presents a number of choices with respect to the modelling methodology.</span></p><p style='margin:0 0 14 0;'><span>To the west of Bradford, the predominantly rural land use and open (natural) watercourses are best represented by river modelling software. However, the urban land use and the nature of the drainage system with culverted watercourses are better represented by sewer simulation software.</span></p><p style='margin:0 0 14 0;'><span>The City of Bradford Metropolitan District Council (CBMDC) acquired InfoWorks CS 2D to carry out this type of modelling. This software is accepted by the Environment Agency as being suitable for this type of assessment. The Bradford Beck system is represented by a 1D network of nodes and conduits, the information used to construct the network being obtained from a mixture of historic and contemporary surveys. The 2D surface networks have been created from the 1m horizontal resolution LIDAR data set procured by CBMDC</span></p><p style='margin:0 0 14 0;'><span>The hydraulic model is driven by hydrographs generated using the Revitalised Flood Hydrograph (ReFH) method2. Hydrographs were generated at the start of each main branch in the model and at key intermediate points along the length of the model.</span></p><p style='margin:0 0 14 0;'><span>The simulations modelled in InfoWorks use a 1 metre horizontal resolution Digital Elevation Model (DEM), which results in a much higher resolution of detail (including vertical resolution). It is important to remember that the hydrological and hydraulic representations in the modelling are simplifications of reality and that it is important not to place too much emphasis on perceptions of accuracy resulting from the increased resolution.</span></p></div></div></div>",dataset,,2023-11-29T10:02:21.418283,2025-04-23T19:01:30.304624,False,False,active,,,,,,,,,,,60e687bf-a6d8-43e2-a50e-efab84b27952,636f4913-6fc3-4cda-9770-9dfcf3219583,,,"Annual probability event, Annual probability flood event, Bradford Beck, Bradford City Centre, Environment, Flood, Flood extent, Model",city-of-bradford-metropolitan-district-council,City of Bradford Metropolitan District Council,,2014-04-23T16:30:54.280822,active,ArcGIS Hub Dataset,,HTML,https://spatialdata-cbmdc.hub.arcgis.com/datasets/CBMDC::0-1-annual-probability-outputs,,2024-09-17T09:02:37.606187,2024-09-17T09:02:37.554765,
ba2f2e60-4056-4d7e-b8fc-3b97bc070e46,0.1% annual probability outputs with 30% climate change adjustment,0-1-annual-probability-outputs-with-30-climate-change-adjustment14,"<div style='text-align:Left;'><div><div><p style='margin:0 0 14 0;'><span><span>Bradford Beck is the largest watercourse running through Bradford city centre. </span></span></p><p style='margin:0 0 14 0;'><span>This dataset consists of triangulated areas and has a number of attributes describing various modelling output parameters such as depth, elevation etc. </span><span>for a rainfall event that has a </span><span>0.</span><span>1% probability in any year </span><span>plus 30% additional rainfall for a climate change adjustment</span><span>.</span></p><p style='margin:0 0 14 0;'><span>Typically, river and sewer systems are modelled with tools which are tailored for those purposes. Although the hydraulic processes modelling at the core of the different tools may be similar, the user interfaces, data management systems and hydrological modelling are designed to meet different requirements and reflect the differences in the nature of the different drainage systems. The diversity of the river system and the land use presents a number of choices with respect to the modelling methodology.</span></p><p style='margin:0 0 14 0;'><span>To the west of Bradford, the predominantly rural land use and open (natural) watercourses are best represented by river modelling software. However, the urban land use and the nature of the drainage system with culverted watercourses are better represented by sewer simulation software.</span></p><p style='margin:0 0 14 0;'><span>The City of Bradford Metropolitan District Council (CBMDC) acquired InfoWorks CS 2D to carry out this type of modelling. This software is accepted by the Environment Agency as being suitable for this type of assessment. The Bradford Beck system is represented by a 1D network of nodes and conduits, the information used to construct the network being obtained from a mixture of historic and contemporary surveys. The 2D surface networks have been created from the 1m horizontal resolution LIDAR data set procured by CBMDC</span></p><p style='margin:0 0 14 0;'><span>The hydraulic model is driven by hydrographs generated using the Revitalised Flood Hydrograph (ReFH) method2. Hydrographs were generated at the start of each main branch in the model and at key intermediate points along the length of the model.</span></p><p style='margin:0 0 14 0;'><span>The simulations modelled in InfoWorks use a 1 metre horizontal resolution Digital Elevation Model (DEM), which results in a much higher resolution of detail (including vertical resolution). It is important to remember that the hydrological and hydraulic representations in the modelling are simplifications of reality and that it is important not to place too much emphasis on perceptions of accuracy resulting from the increased resolution.</span></p></div></div></div>",dataset,,2023-11-29T10:02:19.115636,2025-04-23T19:01:28.251729,False,False,active,,,,,,,,,,,60e687bf-a6d8-43e2-a50e-efab84b27952,636f4913-6fc3-4cda-9770-9dfcf3219583,,,"Annual probability event, Annual probability flood event, Bradford Beck, Bradford City Centre, Climate change, Environment, Flood, Model, depth, elevation, hazard, speed",city-of-bradford-metropolitan-district-council,City of Bradford Metropolitan District Council,,2014-04-23T16:30:54.280822,active,ArcGIS Hub Dataset,,HTML,https://spatialdata-cbmdc.hub.arcgis.com/datasets/CBMDC::0-1-annual-probability-outputs-with-30-climate-change-adjustment,,2024-09-17T09:02:35.144887,2024-09-17T09:02:35.071106,
faae1409-806f-4673-a247-bc1adee87a6c,02P Expenditure Over 25k - Apr-19,02p-expenditure-over-25k-apr-19,"NHS Barnsley CCG Expenditure over £25K Apr 2019
",dataset,health,2019-05-15T09:08:42.207922,2019-05-15T09:09:17.104316,True,False,active,Open Data Commons Public Domain Dedication and License (PDDL),odc-pddl,http://www.opendefinition.org/licenses/odc-pddl,FOI Officer,foi@barnsleyccg.nhs.uk,01226 433756,FOI Officer,foi@barnsleyccg.nhs.uk,01226 433756,,0483e01e-2f5a-4882-bac4-b597d57ff35d,fb394298-55be-4921-a297-d7b1f702c877,9d0a5055-46aa-4795-b8ae-f1f5b283967e,e3375fff-ef92-454f-99af-667c09f30c42,,nhs-barnsley-ccg,NHS Barnsley CCG,NHS Barnsley Clinical Commissioning Group,2013-06-11T08:46:27.489083,active,uk nhs-Barnsleyccg expenditure-over-25k Apr-2019,,CSV,http://www.barnsleyccg.nhs.uk/CCG%20Downloads/Financial%20management/2019-20/02P-2019-2020-01.csv,text/csv,2019-05-15T09:09:13.869026,2019-05-15T09:09:13.869026,01.04.19 - 30.04.19
715dd551-bab8-4ad9-81c0-6d45073a78bd,02P Expenditure Over 25k - Apr-20,02p-expenditure-over-25k-apr-20,"NHS Barnsley CCG Expenditure over £25K Apr 2020
",dataset,health,2020-05-13T12:03:07.633304,2020-05-13T12:03:59.182240,True,False,active,Creative Commons Attribution,cc-by,http://www.opendefinition.org/licenses/cc-by,FOI Officer,barnccg.foi@nhs.net,01226 433756,FOI Officer,barnccg.foi@nhs.net,01226 433756,,0483e01e-2f5a-4882-bac4-b597d57ff35d,fb394298-55be-4921-a297-d7b1f702c877,9d0a5055-46aa-4795-b8ae-f1f5b283967e,7a3ce9e2-a383-4cd7-9ced-eef1b6769fe2,,nhs-barnsley-ccg,NHS Barnsley CCG,NHS Barnsley Clinical Commissioning Group,2013-06-11T08:46:27.489083,active,uk nhs-Barnsleyccg expenditure-over-25k Apr-2020,,CSV,https://www.barnsleyccg.nhs.uk/CCG%20Downloads/Financial%20management/2020-21/02P%202020-2021-01.csv,text/csv,2020-05-13T12:03:53.032355,2020-05-13T12:03:53.032355,01.04.20 - 30.04.20
f18776fe-6762-4e2b-9d2c-16e466f8380d,02P Expenditure Over 25k - Apr-21,02p-expenditure-over-25k-apr-21,"NHS Barnsley CCG Expenditure over £25K Apr-21
",dataset,health,2021-05-05T13:17:36.311561,2021-05-05T13:18:05.254744,True,False,active,Creative Commons Attribution,cc-by,http://www.opendefinition.org/licenses/cc-by,FOI Officer,barnccg.foi@nhs.net,01226 433756,FOI Officer,barnccg.foi@nhs.net,01226 433756,https://www.barnsleyccg.nhs.uk,0483e01e-2f5a-4882-bac4-b597d57ff35d,fb394298-55be-4921-a297-d7b1f702c877,9d0a5055-46aa-4795-b8ae-f1f5b283967e,7a3ce9e2-a383-4cd7-9ced-eef1b6769fe2,,nhs-barnsley-ccg,NHS Barnsley CCG,NHS Barnsley Clinical Commissioning Group,2013-06-11T08:46:27.489083,active,uk nhs-Barnsleyccg expenditure-over-25k Apr-21,,CSV,https://www.barnsleyccg.nhs.uk/CCG%20Downloads/Financial%20management/2021-22/02P-2021-2022-01.csv,text/csv,2021-05-05T13:18:04.040986,2021-05-05T13:18:04.040986,01.04.21 - 30.04.21
9b375258-1397-48ee-923a-52a3f4850fbe,02P Expenditure Over 25k - Aug-20,02p-expenditure-over-25k-aug-20,"NHS Barnsley CCG Expenditure over £25K Aug 2020
",dataset,health,2020-09-03T06:10:11.192297,2020-09-03T06:10:54.760320,True,False,active,Creative Commons Attribution,cc-by,http://www.opendefinition.org/licenses/cc-by,FOI Officer,barnccg.foi@nhs.net,01226 433756,FOI Officerf,barnccg.foi@nhs.net,01226 433756,https://www.barnsleyccg.nhs.uk,0483e01e-2f5a-4882-bac4-b597d57ff35d,fb394298-55be-4921-a297-d7b1f702c877,9d0a5055-46aa-4795-b8ae-f1f5b283967e,7a3ce9e2-a383-4cd7-9ced-eef1b6769fe2,,nhs-barnsley-ccg,NHS Barnsley CCG,NHS Barnsley Clinical Commissioning Group,2013-06-11T08:46:27.489083,active,uk nhs-Barnsleyccg expenditure-over-25k Aug-2020,,CSV,https://www.barnsleyccg.nhs.uk/CCG%20Downloads/Financial%20management/2020-21/02P-2020-2021-05.csv,text/csv,2020-09-03T06:10:46.908522,2020-09-03T06:10:46.908522,01.08.2020 - 31.08.2020
ceda29a9-6a3a-493f-a1de-d0d625ad7c18,02P Expenditure Over 25k - Aug-21,02p-expenditure-over-25k-aug-21,"NHS Barnsley CCG Expenditure over £25K Aug-21
",dataset,health,2021-09-02T10:01:27.455169,2021-09-02T10:01:57.476935,True,False,active,Creative Commons Attribution,cc-by,http://www.opendefinition.org/licenses/cc-by,FOI Officer,barnccg.foi@nhs.net,01226 433756,FOI Officer,barnccg.foi@nhs.net,01226 433756,https://www.barnsleyccg.nhs.uk,0483e01e-2f5a-4882-bac4-b597d57ff35d,fb394298-55be-4921-a297-d7b1f702c877,9d0a5055-46aa-4795-b8ae-f1f5b283967e,7a3ce9e2-a383-4cd7-9ced-eef1b6769fe2,,nhs-barnsley-ccg,NHS Barnsley CCG,NHS Barnsley Clinical Commissioning Group,2013-06-11T08:46:27.489083,active,uk nhs-Barnsleyccg expenditure-over-25k Aug-21,,CSV,https://www.barnsleyccg.nhs.uk/CCG%20Downloads/Financial%20management/2021-22/02P-2021-2022-05.csv,text/csv,2021-09-02T10:01:57.238277,2021-09-02T10:01:57.220469,01.08.21 - 31.08.21
f1a96ce5-220f-475b-9733-7c914ac0035a,02P Expenditure Over 25k - Dec-20,02p-expenditure-over-25k-dec-20,"NHS Barnsley CCG Expenditure over £25K Dec 2020
",dataset,health,2021-01-11T11:34:32.839540,2021-01-11T11:34:57.410966,True,False,active,Creative Commons Attribution,cc-by,http://www.opendefinition.org/licenses/cc-by,FOI Officer,barnccg.foi@nhs.net,01226 433756,FOI Officer,barnccg.foi@nhs.net,01226 433756,https://www.barnsleyccg.nhs.uk,0483e01e-2f5a-4882-bac4-b597d57ff35d,fb394298-55be-4921-a297-d7b1f702c877,9d0a5055-46aa-4795-b8ae-f1f5b283967e,7a3ce9e2-a383-4cd7-9ced-eef1b6769fe2,,nhs-barnsley-ccg,NHS Barnsley CCG,NHS Barnsley Clinical Commissioning Group,2013-06-11T08:46:27.489083,active,uk nhs-Barnsleyccg expenditure-over-25k Dec-2020,,CSV,https://www.barnsleyccg.nhs.uk/CCG%20Downloads/Financial%20management/2020-21/02P-2020-2021-09.csv,text/csv,2021-01-11T11:34:56.109270,2021-01-11T11:34:56.109270,01.12.2020 - 31.12.2020
