Title,Alternative Title,Description,notes,dimensions,scale,Language,Creator,Publisher,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Information,Download,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Is Part Of,Member Of,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Date Added,Collection Name,Set,City,State,Country,Continent,Region,coordinates
"1730 New York, the English Colonial city","1730 New York, the English Colonial city","Relief shown by hachures.  Shows the footprints of some historic buildings and of Fort George and names them; roads and wharves are also named.  ""The principal points of interest for this period are in red.""  Includes historical notes.  This is one map from the set titled: Early New York.",,51 x 33 centimeters,Scale not given.,English,"MacCoun, Townsend, 1845-1932","Townsend MacCoun (New York), 1909",,"New York (n.y.) History Colonial Period, Ca. 1600 1775 Maps|Manhattan (New York, n.y.) History Colonial Period, Ca. 1600 1775 Maps|New York (n.y.) Maps|Maps|Physical Maps",1909,,,https://umedia.lib.umn.edu/item/p16022coll205:265,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/265/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/265,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/265/manifest.json,U|M|N|_|A|L|M|A|:|9|9|2|8|6|9|1|2|4|0|0|0|1|7|0|1,p16022coll205:265,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2020-11-03T00:00:00Z,City Maps,p16022coll205,New York,New York,United States,North America,,"W0740145 W0735716 N0404500 N0404158|(W 74°01'45""--W 73°57'16""/N 40°45'00""--N 40°41'58"")"
"A chart of the coasts of Spain and Portugal, with the Balearic Islands, and part of the coast of Barbary","A chart of the coasts of Spain and Portugal, with the Balearic Islands, and part of the coast of Barbary","Depths shown by soundings.   Shows ports, sailing directions, etc.   Also appeared in Faden's [General atlas. London : William Faden, 1811?].",,55 x 73 centimeters,"Scale approximately 1:3,200,000",English,"Delarochette, Louis, 1731-1802",Wm. Faden (London),,"Nautical Charts Spain Early Works to 1800|Nautical Charts Portugal Early Works to 1800|Nautical Charts Africa, North Early Works to 1800|Nautical Charts Mediterranean Sea Early Works to 1800|Coasts Spain Maps Early Works to 1800|Coasts Portugal Maps Early Works to 1800|Coasts Africa, North Maps Early Works to 1800|Mediterranean Sea Maps Early Works to 1800|Hand Colored Illustrations|Early Maps|Nautical Charts|Nautical Charts Mediterranean Sea 1780|Nautical Charts Portugal 1780|Nautical Charts Spain 1780|Maps Africa, North 1780|Maps Portugal 1780|Maps Spain 1780|Armorial Bookplates (Provenance)",1780,,,https://umedia.lib.umn.edu/item/p16022coll230:585,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/585/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/585,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/585/manifest.json,U|M|N|_|A|L|M|A|:|9|9|4|2|2|1|4|8|8|0|0|0|1|7|0|1,p16022coll230:585,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2020-11-03T00:00:00Z,General Map Collection,p16022coll230,,,Portugal|Spain,Europe,,W0120000 E0090000 N0450000 N0330000|(W 12°--E 9°/N 45°--N 33°)
"A correct plan of the cities of London [and] Westminster [and] borough of Southwark : including the bills of mortality, with the additional buildings.","A correct plan of the cities of London [and] Westminster [and] borough of Southwark : including the bills of mortality, with the additional buildings.","Major streets and landmarks identified.   ""Engraved from a new survey for the London Magazine 1761.""",,23 x 41 centimeters,Scale not given.,English,,,,London (England) Maps Early Works to 1800|Maps,1761,,,https://umedia.lib.umn.edu/item/p16022coll205:238,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/238/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/238,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/238/manifest.json,U|M|N|_|A|L|M|A|:|9|9|6|1|9|5|5|6|0|0|0|0|1|7|0|1,p16022coll205:238,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2020-11-03T00:00:00Z,City Maps,p16022coll205,London,,United Kingdom,Europe,,"W0003037 E0002002 N0514130 N0511712|(W 0°30'37""--E 0°20'02""/N 51°41'30""--N 51°17'12"")"
A description of the coast & city of Goa.,A description of the coast & city of Goa.,"Photocopy.   Some relief shown pictorially.   North oriented to the left.   ""The city of Goa & all its dependencies doth justly belong to the crown of England by the mariage [sic] of King Charles the Second with Queen Catherine""--upper right.   ""21""--upper right.   Outside of original margin is image of British Museum rule and ""7-Tab-125.""",,51 x 61 centimeters,"Scale approximately 1:20,000",English,,British Museum? (London?),,Velha Goa (India) Maps|Maps,1900 - 1999?,,,https://umedia.lib.umn.edu/item/p16022coll205:236,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/236/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/236,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/236/manifest.json,U|M|N|_|A|L|M|A|:|9|9|4|9|5|5|1|7|9|0|0|0|1|7|0|1,p16022coll205:236,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2020-11-03T00:00:00Z,City Maps,p16022coll205,Goa,,India,Asia,,"W0022226 W0020423 N0114426 N0113149|(W 2°22'26""--W 2°04'23""/N 11°44'26""--N 11°31'49"")"
"Alaska (Prince of Wales Island), Copper Mountain and vicinity","Alaska (Prince of Wales Island), Copper Mountain and vicinity","Relief shown by contours and spot heights.   ""Surveyed in 1908.""   In lower right corner: ""Alaska sheet no. 540B.""   At center of top margin: Topography.   ""Contour interval 100 feet.""",,21 x 18 centimeters,"Scale 1:62,500",English,"Sargent, R. H.","U.S. Geological Survey (Washington, D.C.)",,Copper Mountain (Alaska) Maps|Prince of Wales Island (Alaska) Maps|Topographic Maps,1909?,,,https://umedia.lib.umn.edu/item/p16022coll230:507,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/507/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/507,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/507/manifest.json,U|M|N|_|A|L|M|A|:|9|9|2|7|5|6|6|0|3|0|0|0|1|7|0|1,p16022coll230:507,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2020-11-03T00:00:00Z,General Map Collection,p16022coll230,,Alaska,United States,North America,,W1324100 W1323030 N0551730 N0551030|(W 132°41ʹ00ʺ--W 132°30ʹ30ʺ/N 55°17ʹ30ʺ--N 55°10ʹ30ʺ)
"All-round route map excursion routes via Niagara Falls, Toronto, Ottawa, Montreal, Quebec, White Mountains, Portland, Lake Champlain, Lake George, &c.","All-round route map excursion routes via Niagara Falls, Toronto, Ottawa, Montreal, Quebec, White Mountains, Portland, Lake Champlain, Lake George, &c.",Scale not given.  Relief shown by hachures.  Covers northeastern Atlantic states and part of Canada.,,27 x 26 centimeters,Scale not given.,English,,(Montreal?),,Railroads Northeastern States Maps|Railroads Canada Maps|Maps,1870,,,https://umedia.lib.umn.edu/item/p16022coll230:524,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/524/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/524,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/524/manifest.json,U|M|N|_|A|L|M|A|:|9|9|6|2|7|2|3|1|2|0|0|0|1|7|0|1,p16022coll230:524,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2020-11-03T00:00:00Z,General Map Collection,p16022coll230,,,United States|Canada,North America,,"W0810000 W0664900 N0473800 N0385000|(W 81°00'00""--W 66°49'00""/N 47°38'00""--N 38°50'00"")"
A map of the United States.,A map of the United States.,"Relief shown pictorially.   In lower right corner: ""Ralph.""   Prime meridian: Philadelphia.",,28 x 36 centimeters,"Scale approximately 1:6,600,000",English,,,,United States Maps Early Works to 1800|Early Maps,1795,,,https://umedia.lib.umn.edu/item/p16022coll230:566,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/566/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/566,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/566/manifest.json,U|M|N|_|A|L|M|A|:|9|9|7|3|5|1|9|6|1|5|1|0|1|7|0|1,p16022coll230:566,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2020-11-03T00:00:00Z,General Map Collection,p16022coll230,,,United States,North America,,W0920600 W0664200 N0474000 N0300300|(W 92°06ʹ00ʺ--W 66°42ʹ00ʺ/N 47°40ʹ00ʺ--N 30°03ʹ00ʺ)
A Map of the world (on Mercator projection) having special reference to forest regions and the geographical disribution of timber trees,A Map of the world (on Mercator projection) having special reference to forest regions and the geographical disribution of timber trees,"Includes text, two ancillary maps on Mollwiede's projection and cross section diagram showing vertical growth of mountains of the world.  Contents: Annual isotherms and zones of tree-growth -- Annual rainfall -- Vertical distribution of tree growth on the principal mountains of the world.",,66 x 92 centimeters,"Scale approximately 1:45,000,000",English,"Davies, J.","W.& A.K. Johnston, Ltd. (Edinburgh)",,Timber Maps|Forests and Forestry Maps|World Maps|Maps,1916,,,https://umedia.lib.umn.edu/item/p16022coll230:441,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/441/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/441,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/441/manifest.json,U|M|N|_|A|L|M|A|:|9|9|3|5|4|5|4|0|4|0|0|0|1|7|0|1,p16022coll230:441,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2020-11-03T00:00:00Z,General Map Collection,p16022coll230,,,,,World,W1800000 E1800000 N0850000 S0650000|(W 180⁰--E 180⁰/N 85⁰--S 65⁰)
America,America,"Covers North and South America, the Carribean, Greenland, Iceland, and Scotland.  Relief shown by hachures.  Likely extracted from: The London atlas of universal geography, exhibiting the physical & political divisions of the various countries of the world, constructed from original materials / John Arrowsmith. London : Pub'd. by J. Arrowsmith, 1840.  Prime meridian: Greenwich.  Bar scale corrected.  ""39""--Upper right corner.",,61 x 49 centimeters,"Scale approximately 1:2,644,591",English,"Arrowsmith, John, 1790-1873",J. Arrowsmith (London),,America Maps|Western Hemisphere Maps|Maps,1840,,,https://umedia.lib.umn.edu/item/p16022coll230:486,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/486/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/486,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/486/manifest.json,U|M|N|_|A|L|M|A|:|9|9|5|0|8|6|3|3|1|0|0|0|1|7|0|1,p16022coll230:486,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2020-11-03T00:00:00Z,General Map Collection,p16022coll230,,,,North America|South America,,"W1682600 W0020000 N0834600 S0564800|(W 168°26'00""--W 2°00'00""/N 83°46'00""--S 56°48'00"")"
America,America,"Boundaries; cities, towns, etc.; forts.  Pictorial relief.  From: A new general atlas / John Thomson. -- Plate no. 52.",,43.8 x 49.2 centimeters,"Scale approximately 1:55,123,200",English,J. & G. Menzies.,J. Thomson & Co. (Edinburgh),,America Maps|Western Hemisphere Maps|Maps,1827,,,https://umedia.lib.umn.edu/item/p16022coll230:513,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/513/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/513,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/513/manifest.json,U|M|N|_|A|L|M|A|:|9|9|5|0|8|6|6|8|2|0|0|0|1|7|0|1,p16022coll230:513,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2020-11-03T00:00:00Z,General Map Collection,p16022coll230,,,,North America|South America,,W1800000 E0200000 N0800000 S0600000|(W 180°--E 20°/N 80°--S 60°)
