Title,Alternative Title,Description,notes,dimensions,scale,Language,Creator,Publisher,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Information,Download,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Is Part Of,Member Of,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Date Added,Collection Name,Set,City,State,Country,Continent,Region,coordinates
Camp Dodge,Camp Dodge,,"Relief shown by contours and spot heights.; Title in upper right corner: Iowa, Camp Dodge quadrangle; at head of map: Topography.; ""Surveyed in 1905-1906 and 1911.""; On verso: The country around Camp Dodge / by James H. Lees and William C. Alden. -- 5 columns : ill., maps.",60 x 56 centimeters,"Scale 1:62,500",English,Geological Survey (U.S.),"The Survey (Washington,  D.C)",,,1918,,,https://umedia.lib.umn.edu/item/p16022coll205:646,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/646/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/646,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/646/manifest.json,U|M|N|_|A|L|M|A|:|9|9|2|2|2|3|9|1|2|0|0|0|1|7|0|1,p16022coll205:646,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-08-13T00:00:00Z,City Maps,p16022coll205,Johnston,Iowa,United States,North America,,W0935500 W0933000 N0415000 N0413000|(W 93°55ʹ--W 93°30ʹ/N 41°50ʹ--N 41°30ʹ)
Clason's guide map of South Dakota,Clason's guide map of South Dakota,,"Relief shown by hachures.; Panel title: Clason's So. Dakota, green guide.; Shows Indian reservation and national forest boundaries, railroads, and automobile roads.; Includes ""Index, So. Dakota, cities and towns with a population of 300 or over"" in left margin.; Accompanied by 32 page booklet ""Clason's So. Dakota green guide : showing all the best roads"" which includes text, ill., and ""Downtown map of Sioux Falls.""",38 x 66 centimeters +,"Scale approximately 1:1,077,120",English,Clason Map Co,Clason Map Co (Chicago),,,1920,,,https://umedia.lib.umn.edu/item/p16022coll230:2159,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2159/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2159,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2159/manifest.json,U|M|N|_|A|L|M|A|:|9|9|7|4|0|7|7|2|4|0|1|0|1|7|0|1,p16022coll230:2159,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-08-13T00:00:00Z,General Map Collection,p16022coll230,,South Dakota,United States,North America,,W1043000 W0960000 N0460000 N0423000|(W 104°30ʹ--W 96°00ʹ/N 46°00ʹ--N 42°30ʹ)
Colton's Dakota,Colton's Dakota,,Decorative vine border.; Map numbered 79.; Map detached from atlas.; Text on verso.,44 x 36 centimeters,"Scale 1:2,090,880; 1 inch equals 33 miles.",English,G.W. & C.B. Colton & Co,"G.W. & C.B. Colton and Co (New York), 1873",,,1873,,,https://umedia.lib.umn.edu/item/p16022coll230:2173,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2173/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2173,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2173/manifest.json,U|M|N|_|A|L|M|A|:|9|9|7|5|2|1|3|9|0|2|3|0|1|7|0|1,p16022coll230:2173,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-08-13T00:00:00Z,General Map Collection,p16022coll230,,North Dakota|South Dakota,United States,North America,,"W1040300 W0963000 N0490000 N0423000|(W 104°03'00""--W 96°30'00""/N 49°00'00""--N 42°30'00"")"
Dakota Territory,Dakota Territory,"Includes routes of explorers and surveyors; railroad surveys; military expeditions, including dates.","Originally compiled under the direction of Capt. D.P. Heap...by W.H. Wood, 1872.",each sheet approximately 49 x 90 centimeters,"Scale 1:760,320; 1 inch = 12 miles",English,,Corps of Engineers,,,1881,,,https://umedia.lib.umn.edu/item/p16022coll230:2181,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2181/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2181,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2181/manifest.json,U|M|N|_|A|L|M|A|:|9|9|2|1|0|4|5|8|3|0|0|0|1|7|0|1,p16022coll230:2181,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-08-13T00:00:00Z,General Map Collection,p16022coll230,,North Dakota|South Dakota,United States,North America,,W1040000 W0960000 N0490000 N0430000|(W 104°--W 96°/N 49°--N 43°)
Kansas,Kansas,,"Shows locations of school houses, churches, farms, and Bad River Indian Reservation; also shows Soo Line railroad and part of Chequamegon Bay.; ""Lands colored red are owned by the Soo Line (Wisconsin Central Ry. Land Grant lands.).""; ""W.H. Killen, land and industrial commissioner, Soo Line.""; Soo Line logo at head of title and in upper left margin of map.",,"Scale [1:1,013,760] 1 inch to 16 miles. 1 inch to 26 kilometers",English,Rand McNally and Company,"Rand,  McNally & Co",,,1905,,,https://umedia.lib.umn.edu/item/p16022coll230:2103,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2103/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2103,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2103/manifest.json,U|M|N|_|A|L|M|A|:|9|9|7|4|0|5|0|4|0|9|6|0|1|7|0|1,p16022coll230:2103,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-08-13T00:00:00Z,General Map Collection,p16022coll230,,Kansas,United States,North America,,W1020000 W0950000 N0400000 N0370000|(W 102°--W 95°/N 40°--N 37°)
Map of Iowa,Map of Iowa,,"Locates lines of steam and electric railroad lines by company names. Shows county boundaries, township and range lines.; Shows county boundaries, township and range lines.",68 x 91 centimeters,"Scale approximately 1:506,880; 8 miles to 1 inch",English,Rand McNally and Company,Rand McNally and Co (Chicago),,,1915,,,https://umedia.lib.umn.edu/item/p16022coll230:2170,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2170/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2170,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2170/manifest.json,U|M|N|_|A|L|M|A|:|9|9|7|4|0|8|4|1|5|8|8|0|1|7|0|1,p16022coll230:2170,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-08-13T00:00:00Z,General Map Collection,p16022coll230,,Iowa,United States,North America,,"W0964500 W0900000 N0464500 N0461500|(W 96°45'00""--W 90°00'00""/N 46°45'00""--N 46°15'00"")"
Map of Iowa,Map of Iowa,,"Includes list of automobile highways shown on map by name and key to official markers of ""principal blazed trails"" of Iowa.; Index to Iowa counties and towns, with 1920 census information and shipping and postal guide, on verso.",38 x 58 centimeters,"Scale [1:950,400] 15 miles to 1 inch",English,"Kenyon Company (Des Moines, Iowa)","Kenyon Co.,  Inc.,  Map Makers (Des Moines,  Iowa), 1923",,Roads|Railroads,1923,,,https://umedia.lib.umn.edu/item/p16022coll230:2190,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2190/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2190,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2190/manifest.json,U|M|N|_|A|L|M|A|:|9|9|1|5|0|5|4|7|0|0|0|0|1|7|0|1,p16022coll230:2190,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-08-13T00:00:00Z,General Map Collection,p16022coll230,,Iowa,United States,North America,,"W0963800 W0900800 N0433000 N0402200|(W 96°38'00""--W 90°08'00""/N 43°30'00""--N 40°22'00"")"
Map of Iowa,Map of Iowa,,In lower left: Rand McNally & Co.'s sectional map of Iowa.,80 x 113 centimeters,"Scale [1:506,880] 1 inch = 8 miles",English,Rand McNally and Company,"Rand McNally (Chicago), 1901",,Railroads,1901,,,https://umedia.lib.umn.edu/item/p16022coll230:2219,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2219/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2219,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2219/manifest.json,U|M|N|_|A|L|M|A|:|9|9|7|3|9|8|6|4|0|6|5|0|1|7|0|1,p16022coll230:2219,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-08-13T00:00:00Z,General Map Collection,p16022coll230,,Iowa,United States,North America,,W0963800 W0900700 N0433000 N0402300|(W 96°38ʹ--W 90°07ʹ/N 43°30ʹ--N 40°23ʹ)
Map of Iowa,Map of Iowa,Shows railroad lines and Y connections.,Verso includes index of all incorporated cities and towns with populations according to the 1910 U.S. Census.,77 x 110 centimeters,"Scale [1:506,880] 8 miles to 1 inch",English,Kenyon Printing & Manufacturing Co,"Kenyon Print. & Mfg. Co (Des Moines), 1911",,Railroads,1911,,,https://umedia.lib.umn.edu/item/p16022coll230:2225,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2225/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2225,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2225/manifest.json,U|M|N|_|A|L|M|A|:|9|9|7|3|9|8|6|4|0|6|4|0|1|7|0|1,p16022coll230:2225,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-08-13T00:00:00Z,General Map Collection,p16022coll230,,Iowa,United States,North America,,"W0965000 W0900000 N0435000 N0401000|(W 96°50'00""--W 90°00'00""/N 43°50'00""--N 40°10'00"")"
Map of North Dakota,Map of North Dakota,,"Relief shown by contours. Shows Indian reservation and national forest boundaries, railroads, and automobile roads. Includes ""Index, No. Dakota, cities and towns with a population of 300 or over"" in left margin. Official directory, 1924 on verso.",36 x 52 centimeters,"Scale approximately 1:1,267,200",English,Clason Map Co.,Clason Map Co. (Denver),,North Dakota Maps|Road Maps,1921,,,https://umedia.lib.umn.edu/item/p16022coll230:2193,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2193/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2193,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2193/manifest.json,U|M|N|_|A|L|M|A|:|9|9|7|4|8|4|4|1|0|2|8|0|1|7|0|1,p16022coll230:2193,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-08-13T00:00:00Z,General Map Collection,p16022coll230,,North Dakota,United States,North America,,W1040300 W0963300 N0490000 N0455600|(W 104°03ʹ00ʺ--W 96°33ʹ00ʺ/N 49°00ʹ00ʺ--N 45°56ʹ00ʺ)
