Title,Alternative Title,Description,notes,dimensions,scale,Language,Creator,Publisher,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Information,Download,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Is Part Of,Member Of,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Date Added,Collection Name,Set,City,State,Country,Continent,Region,coordinates
50.000e - Souilly,50.000e - Souilly,,Relief shown by contours and spot heights.,on sheet 77 x 54 centimeters,"Scale 1:50,000",English,"United States. Army. Engineer Regiment, 29th","Base Printing Plant,  29th Engineers (Washington,  D.C.?)",,,1918,,,https://umedia.lib.umn.edu/item/p16022coll230:3201,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3201/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3201,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3201/manifest.json,U|M|N|_|A|L|M|A|:|9|9|4|1|2|6|7|2|0|0|0|0|1|7|0|1,p16022coll230:3201,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-11-22T00:00:00Z,General Map Collection,p16022coll230,Souilly,,France,Europe,,"E0051353 E0052139 N0490318 N0490033|(E 5°13'53""--E 5°21'39""/N 49°03'18""--N 49°00'33"")"
50.000e - St. Mihiel,50.000e - St. Mihiel,,Relief shown by contours and spot heights.,on sheet 77 x 53 centimeters,"Scale 1:50,000",English,"United States. Army. Engineer Regiment, 29th","Base Printing Plant,  29th Engineers (Washington,  D.C.?)",,,1918,,,https://umedia.lib.umn.edu/item/p16022coll205:737,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/737/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/737,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/737/manifest.json,U|M|N|_|A|L|M|A|:|9|9|4|1|2|4|6|8|9|0|0|0|1|7|0|1,p16022coll205:737,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-11-22T00:00:00Z,City Maps,p16022coll205,St. Mihiel,,France,Europe,,"E0053042 E0053812 N0485515 N0485203|(E 5°30'42""--E 5°38'12""/N 48°55'15""--N 48°52'03"")"
"A general map of Saxony and Bohemia, with the adjacent countries, including all Silesia : being a specimen of a new Geographical and military atlas, to be continued occasionally","A general map of Saxony and Bohemia, with the adjacent countries, including all Silesia : being a specimen of a new Geographical and military atlas, to be continued occasionally",,"Geographic coverage complete in 40 sheets.; Relief shown pictorially.; Title from index map.; From the Gentleman's magazine, 1760.; Accompanied by index map at scale approximately 1:1,500,000. (1 map ; 22 x 36 cm.).",24 x 36 centimeters,"Scale approximately 1:275,000",English,"Gibson, J. (John), active 1750-1792",(London?),,,- 1760,,,https://umedia.lib.umn.edu/item/p16022coll230:3266,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3266/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3266,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3266/manifest.json,U|M|N|_|A|L|M|A|:|9|9|4|0|9|7|1|5|4|0|0|0|1|7|0|1,p16022coll230:3266,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-11-22T00:00:00Z,General Map Collection,p16022coll230,,,Germany,Europe,Saxony|Bohemia,"E0120000 E0180000 N0520000 N0450000|(E 12°00'00""--E 18°00'00""/N 52°00'00""--N 45°00'00"")"
Aisne et Champagne,Aisne et Champagne,,"Shows cities, roads, and railroads in the Aisne and Champagne regions of France.; Relief shown by hachures.; Printed on recycled map.","26 x 36 centimeters, on sheet 28 x 38 centimeters","Scale 1:400,000",French,,A. Hatier (Paris),,"World War, 1914 1918",1917?,,,https://umedia.lib.umn.edu/item/p16022coll230:3338,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3338/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3338,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3338/manifest.json,U|M|N|_|A|L|M|A|:|9|9|4|3|0|9|7|7|5|0|0|0|1|7|0|1,p16022coll230:3338,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-11-22T00:00:00Z,General Map Collection,p16022coll230,,,France,Europe,,"W0052900 E0081900 N0512400 N0421600|(W 5°29'00""--E 8°19'00""/N 51°24'00""--N 42°16'00"")"
Algemeen uitbreidingsplan van Amsterdam : schaal 1:25000,Algemeen uitbreidingsplan van Amsterdam : schaal 1:25000,,Date from note in lower right.,80 x 95 centimeters,"Scale 1:25,000",Dutch,,(Amsterdam?),,City Planning,1927,,,https://umedia.lib.umn.edu/item/p16022coll205:735,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/735/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/735,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/735/manifest.json,U|M|N|_|A|L|M|A|:|9|9|4|8|3|4|8|0|0|0|0|0|1|7|0|1,p16022coll205:735,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-11-22T00:00:00Z,City Maps,p16022coll205,Amseterdam,,Netherlands,Europe,,"E0044345 E0050444 N0522551 N0521641|(E 4°43'45""--E 5°04'44""/N 52°25'51""--N 52°16'41"")"
Amiens,Amiens,,Relief shown by hachures and spot heights.; Prime meridian: Paris.; Upper right margin: 12.,51 x 81 centimeters,"Scale [1:80,000]",French,France. Corps d'état-major,Dépo?t de la guerre (Paris),,,1914,,,https://umedia.lib.umn.edu/item/p16022coll230:3209,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3209/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3209,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3209/manifest.json,U|M|N|_|A|L|M|A|:|9|9|2|3|5|0|3|4|4|0|0|0|1|7|0|1,p16022coll230:3209,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-11-22T00:00:00Z,General Map Collection,p16022coll230,Amiens,,France,Europe,,"E0012200 E0031200 N0502100 N0493400|(E 1°22'00""--E 3°12'00""/N 50°21'00""--N 49°34'00"")"
Amsterdam II,Amsterdam II,,No. 348.; In Dutch.,33 x 44 centimeters,"Scale 1:25,000",Dutch,Topografische Inrichting Netherlands,Ministerie van Defensie Topografische Inrichting (Delft),,,1929,,,https://umedia.lib.umn.edu/item/p16022coll205:738,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/738/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/738,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/738/manifest.json,U|M|N|_|A|L|M|A|:|9|9|7|4|8|4|7|3|0|5|4|0|1|7|0|1,p16022coll205:738,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-11-22T00:00:00Z,City Maps,p16022coll205,Amseterdam,,Netherlands,Europe,,E0044343 E0050406 N0522552 N0521905|(E 4°43ʹ43ʺ--E 5°04ʹ06ʺ/N 52°25ʹ52ʺ--N 52°19ʹ05ʺ)
An accurate survey and measurement of the Island of Jersey,An accurate survey and measurement of the Island of Jersey,,"Relief shown by hachures, shading, and land form drawing; depths shown by soundings.; Originally published as 1(?) sheet ; some attribution and publication information missing from copy.",sheets 65 x 65 centimeters or smaller,Scale not given.,English,,(London?),,,1790 - 1799?,,,https://umedia.lib.umn.edu/item/p16022coll230:3305,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3305/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3305,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3305/manifest.json,U|M|N|_|A|L|M|A|:|9|9|1|6|3|2|5|7|2|0|0|0|1|7|0|1,p16022coll230:3305,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-11-22T00:00:00Z,General Map Collection,p16022coll230,,,United Kingdom,Europe,Jersey,"W0023300 W0014900 N0492700 N0485200|(W 2°33'00""--W 1°49'00""/N 49°27'00""--N 48°52'00"")"
"A plan of the city's [sic] of London, Westminster and borough of Southwark, with the additional buildings, anno 1720 : a new map of London ...","A plan of the city's [sic] of London, Westminster and borough of Southwark, with the additional buildings, anno 1720 : a new map of London ...",,"One cartouche with inscription: ""A New Map of London Most humbly inscrib'd to the Rt. Worshipfull St. Peter Delme Kt. Aldermn. of London, 1720.""; From the author's A New general atlas ..., published in 1721.; Indexes to points of interest: References to Westminster -- References to London -- References to Southwark.; ""S. Parker Delin. et Sculpt.""",51 x 59 centimeters,"Scale approximately 1:12,500; A scale of half a mile",English,"Senex, John, -1740",J. Senex (London),,,1720,,,https://umedia.lib.umn.edu/item/p16022coll205:736,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/736/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/736,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/736/manifest.json,U|M|N|_|A|L|M|A|:|9|9|7|6|1|5|6|4|8|7|2|0|1|7|0|1,p16022coll205:736,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-11-22T00:00:00Z,City Maps,p16022coll205,London,England,United Kingdom,Europe,,"W0000840 W0000440 N0513110 N0512940|(W 0°08'40""--W 0°04'40""/N 51°31'10""--N 51°29'40"")"
"Bartholomew's plan of London, central area","Bartholomew's plan of London, central area",,"Relief shown by hachures and spot heights.; Includes index to streets of central London.; Shows postal districts, railways, omnibus and tramway routes.",56 x 81 centimeters +,"Scale [1:19,800]",English,John Bartholomew and Son,John Bartholomew & Son (Edinburgh),,,1929,,,https://umedia.lib.umn.edu/item/p16022coll205:718,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/718/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/718,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/718/manifest.json,U|M|N|_|A|L|M|A|:|9|9|3|7|3|8|5|8|6|0|0|0|1|7|0|1,p16022coll205:718,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-11-22T00:00:00Z,City Maps,p16022coll205,London,England,United Kingdom,Europe,,"W0003000 E0002000 N0514100 N0511700|(W 0°30'00""--E 0°20'00""/N 51°41'00""--N 51°17'00"")"
