Title,Alternative Title,Description,notes,dimensions,scale,Language,Creator,Publisher,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Information,Download,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Is Part Of,Member Of,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Date Added,Collection Name,Set,City,State,Country,Continent,Region,coordinates
Official highway map Minnesota.,Official highway map Minnesota.,"Title varies: 1920, State road map of Minnesota; 1923-1936, Map of trunk highway system State of Minnesota; 1937-1939, Map of Minnesota trunk highway system; 1942-1947, Official road map of Minnesota showing the State highway system and main secondary roads; 1948-1950, Minnesota official highway map: 1951-1957, Official road map of Minnesota showing the State highway system and main secondary roads; 1958-1961, Official road map showing the State highway system and main secondary roads of Minnesota; 1962-1967, Official road map of Minnesota. Published by Dept. of Highways 1925-1964; published by Dept. of Highways, Planning and Programming Division 1965-1970; published by Dept. of Highways, Transportation and Transit Planning and Programming Division 1971-1975; published by Dept. of Highways, Transportation Planning and Programming Division 1976; published by Dept. of Transportation 1977-. Some sheets include distance chart, local route maps, index, and charts. Col. illus., distance chart, local route maps, index, and text on verso of some sheets.",,,Scales vary.,English,Minnesota. Department of Transportation.|Minnesota. Department of Highways.|Minnesota. Department of Highways. Planning and Programming Division.|Minnesota. Transportation and Transit Planning and Programming Division.|Minnesota. Transportation Planning and Programming Division.,Department of Highways (St. Paul),,Roads Minnesota Maps|Maps,1926,,,https://umedia.lib.umn.edu/item/p16022coll206:156,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll206/id/156/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll206/id/156,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll206/156/manifest.json,U|M|N|_|A|L|M|A|:|9|9|5|1|3|0|3|6|7|0|0|0|1|7|0|1,p16022coll206:156,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-02-22T00:00:00Z,Minnesota Transportation Maps,p16022coll206,,Minnesota,United States,North America,,
Official highway map Minnesota.,Official highway map Minnesota.,"Title varies: 1920, State road map of Minnesota; 1923-1936, Map of trunk highway system State of Minnesota; 1937-1939, Map of Minnesota trunk highway system; 1942-1947, Official road map of Minnesota showing the State highway system and main secondary roads; 1948-1950, Minnesota official highway map: 1951-1957, Official road map of Minnesota showing the State highway system and main secondary roads; 1958-1961, Official road map showing the State highway system and main secondary roads of Minnesota; 1962-1967, Official road map of Minnesota. Published by Dept. of Highways 1925-1964; published by Dept. of Highways, Planning and Programming Division 1965-1970; published by Dept. of Highways, Transportation and Transit Planning and Programming Division 1971-1975; published by Dept. of Highways, Transportation Planning and Programming Division 1976; published by Dept. of Transportation 1977-. Some sheets include distance chart, local route maps, index, and charts. Col. illus., distance chart, local route maps, index, and text on verso of some sheets.",,,,English,Minnesota. Department of Transportation.|Minnesota. Department of Highways.|Minnesota. Department of Highways. Planning and Programming Division.|Minnesota. Transportation and Transit Planning and Programming Division.|Minnesota. Transportation Planning and Programming Division.,Department of Highways (St. Paul),,Roads Minnesota Maps|Maps,1928,,,https://umedia.lib.umn.edu/item/p16022coll206:157,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll206/id/157/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll206/id/157,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll206/157/manifest.json,U|M|N|_|A|L|M|A|:|9|9|5|1|3|0|3|6|7|0|0|0|1|7|0|1,p16022coll206:157,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-02-22T00:00:00Z,Minnesota Transportation Maps,p16022coll206,,Minnesota,United States,North America,,
Official highway map Minnesota.,Official highway map Minnesota.,"Title varies: 1920, State road map of Minnesota; 1923-1936, Map of trunk highway system State of Minnesota; 1937-1939, Map of Minnesota trunk highway system; 1942-1947, Official road map of Minnesota showing the State highway system and main secondary roads; 1948-1950, Minnesota official highway map: 1951-1957, Official road map of Minnesota showing the State highway system and main secondary roads; 1958-1961, Official road map showing the State highway system and main secondary roads of Minnesota; 1962-1967, Official road map of Minnesota. Published by Dept. of Highways 1925-1964; published by Dept. of Highways, Planning and Programming Division 1965-1970; published by Dept. of Highways, Transportation and Transit Planning and Programming Division 1971-1975; published by Dept. of Highways, Transportation Planning and Programming Division 1976; published by Dept. of Transportation 1977-. Some sheets include distance chart, local route maps, index, and charts. Col. illus., distance chart, local route maps, index, and text on verso of some sheets.",,,,English,Minnesota. Department of Transportation.|Minnesota. Department of Highways.|Minnesota. Department of Highways. Planning and Programming Division.|Minnesota. Transportation and Transit Planning and Programming Division.|Minnesota. Transportation Planning and Programming Division.,Department of Highways (St. Paul),,Roads Minnesota Maps|Maps,1927,,,https://umedia.lib.umn.edu/item/p16022coll206:158,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll206/id/158/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll206/id/158,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll206/158/manifest.json,U|M|N|_|A|L|M|A|:|9|9|5|1|3|0|3|6|7|0|0|0|1|7|0|1,p16022coll206:158,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-02-22T00:00:00Z,Minnesota Transportation Maps,p16022coll206,,Minnesota,United States,North America,,
"A map of the peninsula of India : from the 19th degree north latitude to Cape Comorin, MDCCXCII","A map of the peninsula of India : from the 19th degree north latitude to Cape Comorin, MDCCXCII","Cartographic Details: Scale [1:1,300,000] (E 73°00'--E 82°00'/N 19°15'--N 7°48'). Coverage includes northern Sri Lanka. Relief shown by hachures.""Printed for W. Faden, geographer to the King and to the Prince of Wales, Charing Cross, Jan'y 1st, 1799.""",Second edition.,99 x 79 centimeters,"Scale [1:1,300,000]",English,"Faden, William, 1749-1836|Baker, Benjamin",Wm. Faden; London,,India Maps Early Works to 1800|sri Lanka Maps Early Works to 1800|early Maps,1799,,,https://umedia.lib.umn.edu/item/p16022coll246:2,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll246/id/2/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll246/id/2,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll246/2/manifest.json,U|M|N|_|A|L|M|A|:|9|9|4|6|9|7|0|0|1|0|0|0|1|7|0|1,p16022coll246:2,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-02-17T00:00:00Z,Ames Library of South Asia Maps,p16022coll246,,,India; Sri Lanka,Asia,,
A new map of Hindoostan:,A new map of Hindoostan:,,,"119 x 145 centimeters, sheets 64 x 73 centimeters","Scale approximately 1:2,500,000",English,"Rennell, James, 1742-1830",Laurie & Whittle; London,,Early Works|maps|india Maps Early Works to 1800|sri Lanka Maps Early Works to 1800|india|sri Lanka,1794,,,https://umedia.lib.umn.edu/item/p16022coll246:85,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll246/id/85/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll246/id/85,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll246/85/manifest.json,U|M|N|_|A|L|M|A|:|9|9|7|4|0|8|9|9|9|8|8|0|1|7|0|0,p16022coll246:85,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-02-17T00:00:00Z,Ames Library of South Asia Maps,p16022coll246,Delhi,West Bengal,India; Sri Lanka,Asia,Hindustan; West Indies,
District Tipperah and Noacolly including Hill Tipperah: 1861 to '65 & '72-'73 (Sheet 1),District Tipperah and Noacolly including Hill Tipperah: 1861 to '65 & '72-'73 (Sheet 1),,,"120 x 96 centimeters, on sheets 61 x 48 centimeters","Scale 1:253,440; 4 british miles = 1 inch",English,Survey of India.,Surveyor General of India; Calcutta,,Maps|bangladesh Historical Geography Maps|tripura (India) Maps|india Great Trigonometrical Survey,1876,,,https://umedia.lib.umn.edu/item/p16022coll246:90,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll246/id/90/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll246/id/90,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll246/90/manifest.json,U|M|N|_|A|L|M|A|:|9|9|7|4|0|9|2|5|9|6|3|0|1|7|0|0,p16022coll246:90,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-02-17T00:00:00Z,Ames Library of South Asia Maps,p16022coll246,Noākhāli,Tripura; Chittagong;,Bangladesh; India,Asia,,
India in eleven parts : with an index map,India in eleven parts : with an index map,"Cartographic Details: Scale : approximately 1:2,200,000 Cover title.""J. & C. Walker Sculpt."" Relief shown by hachures. Prime meridian: Greenwich. Each map covers part of India.",12 maps : hand colored,32 x 44 centimeters,"Scale approximately 1:2,200,000",English,Society for the Diffusion of Useful Knowledge (Great Britain)|J. & C. Walker (Firm)|Baldwin & Cradock.,"Baldwin & Cradock, 47 Paternoster Row; London",,India Maps|maps,1831 - 1835,,,https://umedia.lib.umn.edu/item/p16022coll246:109,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll246/id/109/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll246/id/109,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll246/109/manifest.json,U|M|N|_|A|L|M|A|:|9|9|3|5|0|1|2|6|7|0|0|0|1|7|0|1,p16022coll246:109,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-02-17T00:00:00Z,Ames Library of South Asia Maps,p16022coll246,,,India,Asia,,
Indian atlas,Indian atlas,,,"320 x 102 centimeters, folded to 21.5 x 13 centimeters","Scale 1:253,440",English,Survey of India.,Survey of India; Calcutta,,Maps|india Maps|chhattiāsgarh (India) Maps|india|india Chhattiāsgarh,1891,,,https://umedia.lib.umn.edu/item/p16022coll246:81,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll246/id/81/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll246/id/81,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll246/81/manifest.json,U|M|N|_|A|L|M|A|:|9|9|7|4|1|2|9|5|0|6|7|0|1|7|0|0,p16022coll246:81,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-02-17T00:00:00Z,Ames Library of South Asia Maps,p16022coll246,Chānda; Raipur; Bastar; Kānker; Patna; Kalahandi; Jeypore,Chhattīsgarh,India,Asia,,
Map of the Island of Bombay : index to progress,Map of the Island of Bombay : index to progress,"Cartographic Details: Scale [1:14,400]. 1 in. = 1200 ft. Relief shown by hachures and form lines. Index to cities with epidemic statistics. Includes script signature for""chairman plague committee.""",,"132 x 71 centimeters, on sheets each 68 x 75 centimeters","Scale [1:14,400]; 1 inch = 1200 feet",English,Maharashtra (India). Government Photozinco Office|Bombay Plague Committee,"The Office; Poona, India",,Plague India Mumbai Maps|public Health India Mumbai Maps|mumbai (India) Maps|maps,1897,,,https://umedia.lib.umn.edu/item/p16022coll246:75,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll246/id/75/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll246/id/75,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll246/75/manifest.json,U|M|N|_|A|L|M|A|:|9|9|4|9|5|5|5|1|8|0|0|0|1|7|0|1,p16022coll246:75,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-02-17T00:00:00Z,Ames Library of South Asia Maps,p16022coll246,Mumbai,,India,Asia,,
Nilgiri district: Coonoor municipality topographical map (Sheet 1),Nilgiri district: Coonoor municipality topographical map (Sheet 1),,,"100 x 136 centimeters, on sheets 50 x 68",Scale [1:6336]; 1 inch = 528 feet or 10 inches = 1 mile,English,Great Britain Survey of India.,Great Britain Survey of India; Great Britain,,Topographic Maps|coonoor (India) Maps|niālgiri (India : District) Maps,1942,,,https://umedia.lib.umn.edu/item/p16022coll246:112,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll246/id/112/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll246/id/112,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll246/112/manifest.json,U|M|N|_|A|L|M|A|:|9|9|7|4|7|5|4|1|9|4|7|0|1|7|0|0,p16022coll246:112,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2021-02-17T00:00:00Z,Ames Library of South Asia Maps,p16022coll246,,,,Asia,,
