project_id,title,description,date_created,date_modified,public,tags,registration,project_url,file_name,file_path,file_size,download_url
tdsy7,Heat Watch Campaigns (2019),"Available for download here are the outputs of the 2019 CAPA/NOAA/NIHHIS Heat Watch Campaigns. Outputs include summary reports, traverse point vector shape files and predictive surface model raster tiffs for three traverse periods from each of the six campaign cities.

Learn more at www.capastrategies.com and  https://nihhis.cpo.noaa.gov/Urban-Heat-Island-Mapping",2020-08-14T21:40:08.537171,2023-09-08T00:12:01.982114,True,"capa heat watch, capa strategies, nihhis, noaa, urban heat island, urban heat map, urban heat research",False,https://osf.io/tdsy7/,Final Report_Boise_121019.pdf,/602acea346a4c6000a642064,9408103,https://osf.io/download/ju5st/
tdsy7,Heat Watch Campaigns (2019),"Available for download here are the outputs of the 2019 CAPA/NOAA/NIHHIS Heat Watch Campaigns. Outputs include summary reports, traverse point vector shape files and predictive surface model raster tiffs for three traverse periods from each of the six campaign cities.

Learn more at www.capastrategies.com and  https://nihhis.cpo.noaa.gov/Urban-Heat-Island-Mapping",2020-08-14T21:40:08.537171,2023-09-08T00:12:01.982114,True,"capa heat watch, capa strategies, nihhis, noaa, urban heat island, urban heat map, urban heat research",False,https://osf.io/tdsy7/,Traverse Points_Boise.zip,/602acf4706cc51000cad9e8c,2840074,https://osf.io/download/6gkmn/
tdsy7,Heat Watch Campaigns (2019),"Available for download here are the outputs of the 2019 CAPA/NOAA/NIHHIS Heat Watch Campaigns. Outputs include summary reports, traverse point vector shape files and predictive surface model raster tiffs for three traverse periods from each of the six campaign cities.

Learn more at www.capastrategies.com and  https://nihhis.cpo.noaa.gov/Urban-Heat-Island-Mapping",2020-08-14T21:40:08.537171,2023-09-08T00:12:01.982114,True,"capa heat watch, capa strategies, nihhis, noaa, urban heat island, urban heat map, urban heat research",False,https://osf.io/tdsy7/,Area-wide_Boise.zip,/602ad034e38cb7000a8a1805,55365901,https://osf.io/download/f25a3/
tdsy7,Heat Watch Campaigns (2019),"Available for download here are the outputs of the 2019 CAPA/NOAA/NIHHIS Heat Watch Campaigns. Outputs include summary reports, traverse point vector shape files and predictive surface model raster tiffs for three traverse periods from each of the six campaign cities.

Learn more at www.capastrategies.com and  https://nihhis.cpo.noaa.gov/Urban-Heat-Island-Mapping",2020-08-14T21:40:08.537171,2023-09-08T00:12:01.982114,True,"capa heat watch, capa strategies, nihhis, noaa, urban heat island, urban heat map, urban heat research",False,https://osf.io/tdsy7/,READ ME_NOAA_Data.txt,/5f370da4d42ad400becdde4a,213,https://osf.io/download/hm6ba/
tdsy7,Heat Watch Campaigns (2019),"Available for download here are the outputs of the 2019 CAPA/NOAA/NIHHIS Heat Watch Campaigns. Outputs include summary reports, traverse point vector shape files and predictive surface model raster tiffs for three traverse periods from each of the six campaign cities.

Learn more at www.capastrategies.com and  https://nihhis.cpo.noaa.gov/Urban-Heat-Island-Mapping",2020-08-14T21:40:08.537171,2023-09-08T00:12:01.982114,True,"capa heat watch, capa strategies, nihhis, noaa, urban heat island, urban heat map, urban heat research",False,https://osf.io/tdsy7/,All Data_Worcester_Heat Watch 2019.zip,/5f5ab0231e8b9c0077e90d6e,31872485,https://osf.io/download/3dhg4/
tdsy7,Heat Watch Campaigns (2019),"Available for download here are the outputs of the 2019 CAPA/NOAA/NIHHIS Heat Watch Campaigns. Outputs include summary reports, traverse point vector shape files and predictive surface model raster tiffs for three traverse periods from each of the six campaign cities.

Learn more at www.capastrategies.com and  https://nihhis.cpo.noaa.gov/Urban-Heat-Island-Mapping",2020-08-14T21:40:08.537171,2023-09-08T00:12:01.982114,True,"capa heat watch, capa strategies, nihhis, noaa, urban heat island, urban heat map, urban heat research",False,https://osf.io/tdsy7/,Final Report_Worcester_101119.pdf,/5f370e2925e5dc00bdc96daa,8178001,https://osf.io/download/w5fv9/
tdsy7,Heat Watch Campaigns (2019),"Available for download here are the outputs of the 2019 CAPA/NOAA/NIHHIS Heat Watch Campaigns. Outputs include summary reports, traverse point vector shape files and predictive surface model raster tiffs for three traverse periods from each of the six campaign cities.

Learn more at www.capastrategies.com and  https://nihhis.cpo.noaa.gov/Urban-Heat-Island-Mapping",2020-08-14T21:40:08.537171,2023-09-08T00:12:01.982114,True,"capa heat watch, capa strategies, nihhis, noaa, urban heat island, urban heat map, urban heat research",False,https://osf.io/tdsy7/,pm_heat_index_f_ranger.tif,/5f370a2125e5dc00c4c9405a,4409247,https://osf.io/download/u8maq/
tdsy7,Heat Watch Campaigns (2019),"Available for download here are the outputs of the 2019 CAPA/NOAA/NIHHIS Heat Watch Campaigns. Outputs include summary reports, traverse point vector shape files and predictive surface model raster tiffs for three traverse periods from each of the six campaign cities.

Learn more at www.capastrategies.com and  https://nihhis.cpo.noaa.gov/Urban-Heat-Island-Mapping",2020-08-14T21:40:08.537171,2023-09-08T00:12:01.982114,True,"capa heat watch, capa strategies, nihhis, noaa, urban heat island, urban heat map, urban heat research",False,https://osf.io/tdsy7/,am_heat_index_f_ranger.tif.ovr,/5f370a0c25e5dc00c5c93bac,1003645,https://osf.io/download/6tpku/
tdsy7,Heat Watch Campaigns (2019),"Available for download here are the outputs of the 2019 CAPA/NOAA/NIHHIS Heat Watch Campaigns. Outputs include summary reports, traverse point vector shape files and predictive surface model raster tiffs for three traverse periods from each of the six campaign cities.

Learn more at www.capastrategies.com and  https://nihhis.cpo.noaa.gov/Urban-Heat-Island-Mapping",2020-08-14T21:40:08.537171,2023-09-08T00:12:01.982114,True,"capa heat watch, capa strategies, nihhis, noaa, urban heat island, urban heat map, urban heat research",False,https://osf.io/tdsy7/,af_heat_index_f_ranger.tif.ovr,/5f370a313bf25200b1a1cc7a,994636,https://osf.io/download/kwr8v/
tdsy7,Heat Watch Campaigns (2019),"Available for download here are the outputs of the 2019 CAPA/NOAA/NIHHIS Heat Watch Campaigns. Outputs include summary reports, traverse point vector shape files and predictive surface model raster tiffs for three traverse periods from each of the six campaign cities.

Learn more at www.capastrategies.com and  https://nihhis.cpo.noaa.gov/Urban-Heat-Island-Mapping",2020-08-14T21:40:08.537171,2023-09-08T00:12:01.982114,True,"capa heat watch, capa strategies, nihhis, noaa, urban heat island, urban heat map, urban heat research",False,https://osf.io/tdsy7/,af_heat_index_f_ranger.tif.aux.xml,/5f370a2f25e5dc00c4c94070,1463,https://osf.io/download/qb8xp/
tdsy7,Heat Watch Campaigns (2019),"Available for download here are the outputs of the 2019 CAPA/NOAA/NIHHIS Heat Watch Campaigns. Outputs include summary reports, traverse point vector shape files and predictive surface model raster tiffs for three traverse periods from each of the six campaign cities.

Learn more at www.capastrategies.com and  https://nihhis.cpo.noaa.gov/Urban-Heat-Island-Mapping",2020-08-14T21:40:08.537171,2023-09-08T00:12:01.982114,True,"capa heat watch, capa strategies, nihhis, noaa, urban heat island, urban heat map, urban heat research",False,https://osf.io/tdsy7/,am_t_f_ranger.tif,/5f370a16d42ad400becddc0e,4309390,https://osf.io/download/djrbk/
tdsy7,Heat Watch Campaigns (2019),"Available for download here are the outputs of the 2019 CAPA/NOAA/NIHHIS Heat Watch Campaigns. Outputs include summary reports, traverse point vector shape files and predictive surface model raster tiffs for three traverse periods from each of the six campaign cities.

Learn more at www.capastrategies.com and  https://nihhis.cpo.noaa.gov/Urban-Heat-Island-Mapping",2020-08-14T21:40:08.537171,2023-09-08T00:12:01.982114,True,"capa heat watch, capa strategies, nihhis, noaa, urban heat island, urban heat map, urban heat research",False,https://osf.io/tdsy7/,pm_t_f_ranger.tif,/5f370a2cd42ad400becddc20,4413054,https://osf.io/download/xr2ze/
tdsy7,Heat Watch Campaigns (2019),"Available for download here are the outputs of the 2019 CAPA/NOAA/NIHHIS Heat Watch Campaigns. Outputs include summary reports, traverse point vector shape files and predictive surface model raster tiffs for three traverse periods from each of the six campaign cities.

Learn more at www.capastrategies.com and  https://nihhis.cpo.noaa.gov/Urban-Heat-Island-Mapping",2020-08-14T21:40:08.537171,2023-09-08T00:12:01.982114,True,"capa heat watch, capa strategies, nihhis, noaa, urban heat island, urban heat map, urban heat research",False,https://osf.io/tdsy7/,am_heat_index_f_ranger.tif,/5f370a073bf25200a8a1ed5d,4324445,https://osf.io/download/vcbrg/
